"database_id","target_id","comparator_id","outcome_id","analysis_id","interaction_covariate_id","covariate_id","target_mean_before","comparator_mean_before","std_diff_before","target_mean_after","comparator_mean_after","std_diff_after"
"CDMPv535_ABMI",3606,3610,4019,4,NA,257007210,0.5,0.362,0.28,0.5,0.485,0.03
"CDMPv535_ABMI",3606,3610,4019,4,NA,74125210,0.037,0.003,0.249,-0.038,-0.038,0.102
"CDMPv535_ABMI",3606,3610,4019,4,NA,255848210,-0.037,0.079,-0.219,-0.038,0.053,-0.114
"CDMPv535_ABMI",3606,3610,4019,4,NA,8532001,0.657,0.555,0.21,0.652,0.636,0.032
"CDMPv535_ABMI",3606,3610,4019,4,NA,432867210,0.067,0.024,0.205,0.068,0.053,0.064
"CDMPv535_ABMI",3606,3610,4019,4,NA,133834210,0.134,0.073,0.203,0.136,0.106,0.093
"CDMPv535_ABMI",3606,3610,4019,4,NA,42596380210,0.134,0.073,0.203,0.136,0.106,0.093
"CDMPv535_ABMI",3606,3610,4019,4,NA,4280726210,-0.037,0.007,0.175,-0.038,-0.038,0.167
"CDMPv535_ABMI",3606,3610,4019,4,NA,316866210,0.075,0.124,-0.167,0.076,0.061,0.06
"CDMPv535_ABMI",3606,3610,4019,4,NA,320128210,0.075,0.124,-0.165,0.076,0.061,0.06
"CDMPv535_ABMI",3606,3610,4019,4,NA,201820210,-0.037,0.061,-0.149,-0.038,-0.038,0.047
"CDMPv535_ABMI",3606,3610,4019,4,NA,4008576210,-0.037,0.059,-0.143,-0.038,-0.038,0.047
"CDMPv535_ABMI",3606,3610,4019,4,NA,13003,0.06,0.098,-0.142,0.061,0.045,0.068
"CDMPv535_ABMI",3606,3610,4019,4,NA,4003,-0.037,0.057,-0.131,-0.038,0.038,-0.042
"CDMPv535_ABMI",3606,3610,4019,4,NA,9003,0.127,0.088,0.128,0.129,0.144,-0.044
"CDMPv535_ABMI",3606,3610,4019,4,NA,201826210,-0.037,0.055,-0.127,-0.038,-0.038,0.047
"CDMPv535_ABMI",3606,3610,4019,4,NA,4193704210,-0.037,0.055,-0.127,-0.038,-0.038,0.047
"CDMPv535_ABMI",3606,3610,4019,4,NA,3003,0.037,0.061,-0.111,0.038,0.053,-0.073
"CDMPv535_ABMI",3606,3610,4019,4,NA,80809210,-0.037,0.02,-0.109,-0.038,0.053,-0.268
"CDMPv535_ABMI",3606,3610,4019,4,NA,6003,0.09,0.065,0.093,0.083,0.091,-0.027
"CDMPv535_ABMI",3606,3610,4019,4,NA,15003,-0.037,0.017,-0.086,-0.038,-0.038,-0.072
"CDMPv535_ABMI",3606,3610,4019,4,NA,256451210,0.052,0.036,0.08,0.038,-0.038,0.088
"CDMPv535_ABMI",3606,3610,4019,4,NA,260139210,-0.037,0.016,-0.078,-0.038,-0.038,-0.072
"CDMPv535_ABMI",3606,3610,4019,4,NA,4291025210,0.045,0.03,0.075,0.038,0.076,-0.164
"CDMPv535_ABMI",3606,3610,4019,4,NA,14003,0.06,0.077,-0.067,0.061,0.038,0.105
"CDMPv535_ABMI",3606,3610,4019,4,NA,11003,0.127,0.108,0.058,0.129,0.121,0.023
"CDMPv535_ABMI",3606,3610,4019,4,NA,12003,0.082,0.097,-0.051,0.083,0.091,-0.027
"CDMPv535_ABMI",3606,3610,4019,4,NA,80502210,0.037,0.047,-0.05,0.038,0.068,-0.136
"CDMPv535_ABMI",3606,3610,4019,4,NA,5003,0.067,0.055,0.049,0.068,0.091,-0.084
"CDMPv535_ABMI",3606,3610,4019,4,NA,10003,0.09,0.102,-0.041,0.083,0.045,0.155
"CDMPv535_ABMI",3606,3610,4019,4,NA,80824210,-0.037,0.011,0.036,-0.038,-0.038,-0.056
"CDMPv535_ABMI",3606,3610,4019,4,NA,4010333210,-0.037,0.011,0.036,-0.038,-0.038,-0.056
"CDMPv535_ABMI",3606,3610,4019,4,NA,4173335210,-0.037,0.011,0.036,-0.038,-0.038,-0.056
"CDMPv535_ABMI",3606,3610,4019,4,NA,81390210,-0.037,0.005,0.033,-0.038,-0.038,-0.124
"CDMPv535_ABMI",3606,3610,4019,4,NA,4083556210,-0.037,0.01,-0.031,-0.038,-0.038,-0.124
"CDMPv535_ABMI",3606,3610,4019,4,NA,4163270210,-0.037,0.01,-0.031,-0.038,-0.038,-0.124
"CDMPv535_ABMI",3606,3610,4019,4,NA,318800210,0.052,0.056,-0.017,0.045,0.068,-0.098
"CDMPv535_ABMI",3606,3610,4019,4,NA,4144111210,0.052,0.056,-0.017,0.045,0.068,-0.098
"CDMPv535_ABMI",3606,3610,4019,4,NA,380111210,0.067,0.071,-0.014,0.068,0.053,0.064
"CDMPv535_ABMI",3606,3610,4019,4,NA,4335888210,0.067,0.071,-0.014,0.068,0.053,0.064
"CDMPv535_ABMI",3606,3610,4019,4,NA,43021807210,0.067,0.071,-0.014,0.068,0.053,0.064
"CDMPv535_ABMI",3606,3610,4019,5,NA,259848210,0.366,0.058,0.814,0.356,0.379,-0.047
"CDMPv535_ABMI",3606,3610,4019,5,NA,257007210,0.5,0.362,0.28,0.5,0.485,0.03
"CDMPv535_ABMI",3606,3610,4019,5,NA,74125210,0.037,0.003,0.249,-0.038,-0.038,0.102
"CDMPv535_ABMI",3606,3610,4019,5,NA,255848210,-0.037,0.079,-0.219,-0.038,0.053,-0.114
"CDMPv535_ABMI",3606,3610,4019,5,NA,8532001,0.657,0.555,0.21,0.652,0.636,0.032
"CDMPv535_ABMI",3606,3610,4019,5,NA,432867210,0.067,0.024,0.205,0.068,0.053,0.064
"CDMPv535_ABMI",3606,3610,4019,5,NA,133834210,0.134,0.073,0.203,0.136,0.106,0.093
"CDMPv535_ABMI",3606,3610,4019,5,NA,42596380210,0.134,0.073,0.203,0.136,0.106,0.093
"CDMPv535_ABMI",3606,3610,4019,5,NA,4280726210,-0.037,0.007,0.175,-0.038,-0.038,0.167
"CDMPv535_ABMI",3606,3610,4019,5,NA,316866210,0.075,0.124,-0.167,0.076,0.061,0.06
"CDMPv535_ABMI",3606,3610,4019,5,NA,320128210,0.075,0.124,-0.165,0.076,0.061,0.06
"CDMPv535_ABMI",3606,3610,4019,5,NA,201820210,-0.037,0.061,-0.149,-0.038,-0.038,0.047
"CDMPv535_ABMI",3606,3610,4019,5,NA,4008576210,-0.037,0.059,-0.143,-0.038,-0.038,0.047
"CDMPv535_ABMI",3606,3610,4019,5,NA,13003,0.06,0.098,-0.142,0.061,0.045,0.068
"CDMPv535_ABMI",3606,3610,4019,5,NA,4003,-0.037,0.057,-0.131,-0.038,0.038,-0.042
"CDMPv535_ABMI",3606,3610,4019,5,NA,9003,0.127,0.088,0.128,0.129,0.144,-0.044
"CDMPv535_ABMI",3606,3610,4019,5,NA,201826210,-0.037,0.055,-0.127,-0.038,-0.038,0.047
"CDMPv535_ABMI",3606,3610,4019,5,NA,4193704210,-0.037,0.055,-0.127,-0.038,-0.038,0.047
"CDMPv535_ABMI",3606,3610,4019,5,NA,3003,0.037,0.061,-0.111,0.038,0.053,-0.073
"CDMPv535_ABMI",3606,3610,4019,5,NA,80809210,-0.037,0.02,-0.109,-0.038,0.053,-0.268
"CDMPv535_ABMI",3606,3610,4019,5,NA,6003,0.09,0.065,0.093,0.083,0.091,-0.027
"CDMPv535_ABMI",3606,3610,4019,5,NA,15003,-0.037,0.017,-0.086,-0.038,-0.038,-0.072
"CDMPv535_ABMI",3606,3610,4019,5,NA,256451210,0.052,0.036,0.08,0.038,-0.038,0.088
"CDMPv535_ABMI",3606,3610,4019,5,NA,260139210,-0.037,0.016,-0.078,-0.038,-0.038,-0.072
"CDMPv535_ABMI",3606,3610,4019,5,NA,4291025210,0.045,0.03,0.075,0.038,0.076,-0.164
"CDMPv535_ABMI",3606,3610,4019,5,NA,14003,0.06,0.077,-0.067,0.061,0.038,0.105
"CDMPv535_ABMI",3606,3610,4019,5,NA,11003,0.127,0.108,0.058,0.129,0.121,0.023
"CDMPv535_ABMI",3606,3610,4019,5,NA,12003,0.082,0.097,-0.051,0.083,0.091,-0.027
"CDMPv535_ABMI",3606,3610,4019,5,NA,80502210,0.037,0.047,-0.05,0.038,0.068,-0.136
"CDMPv535_ABMI",3606,3610,4019,5,NA,5003,0.067,0.055,0.049,0.068,0.091,-0.084
"CDMPv535_ABMI",3606,3610,4019,5,NA,10003,0.09,0.102,-0.041,0.083,0.045,0.155
"CDMPv535_ABMI",3606,3610,4019,5,NA,80824210,-0.037,0.011,0.036,-0.038,-0.038,-0.056
"CDMPv535_ABMI",3606,3610,4019,5,NA,4010333210,-0.037,0.011,0.036,-0.038,-0.038,-0.056
"CDMPv535_ABMI",3606,3610,4019,5,NA,4173335210,-0.037,0.011,0.036,-0.038,-0.038,-0.056
"CDMPv535_ABMI",3606,3610,4019,5,NA,81390210,-0.037,0.005,0.033,-0.038,-0.038,-0.124
"CDMPv535_ABMI",3606,3610,4019,5,NA,4083556210,-0.037,0.01,-0.031,-0.038,-0.038,-0.124
"CDMPv535_ABMI",3606,3610,4019,5,NA,4163270210,-0.037,0.01,-0.031,-0.038,-0.038,-0.124
"CDMPv535_ABMI",3606,3610,4019,5,NA,318800210,0.052,0.056,-0.017,0.045,0.068,-0.098
"CDMPv535_ABMI",3606,3610,4019,5,NA,4144111210,0.052,0.056,-0.017,0.045,0.068,-0.098
"CDMPv535_ABMI",3606,3610,4019,5,NA,380111210,0.067,0.071,-0.014,0.068,0.053,0.064
"CDMPv535_ABMI",3606,3610,4019,5,NA,4335888210,0.067,0.071,-0.014,0.068,0.053,0.064
"CDMPv535_ABMI",3606,3610,4019,5,NA,43021807210,0.067,0.071,-0.014,0.068,0.053,0.064
"CDMPv535_ABMI",3606,3610,4019,6,NA,257007210,0.5,0.362,0.28,0.514,0.542,-0.056
"CDMPv535_ABMI",3606,3610,4019,6,NA,74125210,0.037,0.003,0.249,-0.047,-0.047,0.138
"CDMPv535_ABMI",3606,3610,4019,6,NA,255848210,-0.037,0.079,-0.219,-0.047,0.047,-0.047
"CDMPv535_ABMI",3606,3610,4019,6,NA,8532001,0.657,0.555,0.21,0.607,0.589,0.038
"CDMPv535_ABMI",3606,3610,4019,6,NA,432867210,0.067,0.024,0.205,0.065,0.047,0.081
"CDMPv535_ABMI",3606,3610,4019,6,NA,133834210,0.134,0.073,0.203,0.131,-0.047,0.342
"CDMPv535_ABMI",3606,3610,4019,6,NA,42596380210,0.134,0.073,0.203,0.131,-0.047,0.342
"CDMPv535_ABMI",3606,3610,4019,6,NA,8003,0.157,0.092,0.196,0.131,0.14,-0.027
"CDMPv535_ABMI",3606,3610,4019,6,NA,4280726210,-0.037,0.007,0.175,-0.047,-0.047,0.08
"CDMPv535_ABMI",3606,3610,4019,6,NA,316866210,0.075,0.124,-0.167,0.075,0.056,0.076
"CDMPv535_ABMI",3606,3610,4019,6,NA,320128210,0.075,0.124,-0.165,0.075,0.056,0.076
"CDMPv535_ABMI",3606,3610,4019,6,NA,201820210,-0.037,0.061,-0.149,-0.047,-0.047,0.113
"CDMPv535_ABMI",3606,3610,4019,6,NA,4008576210,-0.037,0.059,-0.143,-0.047,-0.047,0.113
"CDMPv535_ABMI",3606,3610,4019,6,NA,13003,0.06,0.098,-0.142,0.065,0.075,-0.037
"CDMPv535_ABMI",3606,3610,4019,6,NA,4003,-0.037,0.057,-0.131,-0.047,0.093,-0.228
"CDMPv535_ABMI",3606,3610,4019,6,NA,9003,0.127,0.088,0.128,0.121,0.103,0.059
"CDMPv535_ABMI",3606,3610,4019,6,NA,201826210,-0.037,0.055,-0.127,-0.047,-0.047,0.113
"CDMPv535_ABMI",3606,3610,4019,6,NA,4193704210,-0.037,0.055,-0.127,-0.047,-0.047,0.113
"CDMPv535_ABMI",3606,3610,4019,6,NA,3003,0.037,0.061,-0.111,-0.047,0.047,-0.047
"CDMPv535_ABMI",3606,3610,4019,6,NA,80809210,-0.037,0.02,-0.109,-0.047,-0.047,-0.08
"CDMPv535_ABMI",3606,3610,4019,6,NA,6003,0.09,0.065,0.093,0.093,0.065,0.104
"CDMPv535_ABMI",3606,3610,4019,6,NA,260139210,-0.037,0.016,-0.078,-0.047,-0.047,-0.08
"CDMPv535_ABMI",3606,3610,4019,6,NA,4291025210,0.045,0.03,0.075,-0.047,0.047,-0.047
"CDMPv535_ABMI",3606,3610,4019,6,NA,7003,0.067,0.084,-0.065,0.065,0.075,-0.037
"CDMPv535_ABMI",3606,3610,4019,6,NA,11003,0.127,0.108,0.058,0.131,0.103,0.087
"CDMPv535_ABMI",3606,3610,4019,6,NA,12003,0.082,0.097,-0.051,0.103,0.075,0.099
"CDMPv535_ABMI",3606,3610,4019,6,NA,80502210,0.037,0.047,-0.05,-0.047,0.065,-0.178
"CDMPv535_ABMI",3606,3610,4019,6,NA,5003,0.067,0.055,0.049,0.075,0.093,-0.067
"CDMPv535_ABMI",3606,3610,4019,6,NA,318800210,0.052,0.056,-0.017,0.056,0.084,-0.11
"CDMPv535_ABMI",3606,3610,4019,6,NA,4144111210,0.052,0.056,-0.017,0.056,0.084,-0.11
"CDMPv535_ABMI",3606,3610,4019,6,NA,380111210,0.067,0.071,-0.014,0.084,0.103,-0.064
"CDMPv535_ABMI",3606,3610,4019,6,NA,4335888210,0.067,0.071,-0.014,0.084,0.103,-0.064
"CDMPv535_ABMI",3606,3610,4019,6,NA,43021807210,0.067,0.071,-0.014,0.084,0.103,-0.064
"CDMPv535_ABMI",3606,3610,4019,7,NA,259848210,0.366,0.058,0.814,0.356,0.379,-0.047
"CDMPv535_ABMI",3606,3610,4019,7,NA,257007210,0.5,0.362,0.28,0.5,0.485,0.03
"CDMPv535_ABMI",3606,3610,4019,7,NA,74125210,0.037,0.003,0.249,-0.038,-0.038,0.102
"CDMPv535_ABMI",3606,3610,4019,7,NA,255848210,-0.037,0.079,-0.219,-0.038,0.053,-0.114
"CDMPv535_ABMI",3606,3610,4019,7,NA,8532001,0.657,0.555,0.21,0.652,0.636,0.032
"CDMPv535_ABMI",3606,3610,4019,7,NA,432867210,0.067,0.024,0.205,0.068,0.053,0.064
"CDMPv535_ABMI",3606,3610,4019,7,NA,133834210,0.134,0.073,0.203,0.136,0.106,0.093
"CDMPv535_ABMI",3606,3610,4019,7,NA,42596380210,0.134,0.073,0.203,0.136,0.106,0.093
"CDMPv535_ABMI",3606,3610,4019,7,NA,4280726210,-0.037,0.007,0.175,-0.038,-0.038,0.167
"CDMPv535_ABMI",3606,3610,4019,7,NA,316866210,0.075,0.124,-0.167,0.076,0.061,0.06
"CDMPv535_ABMI",3606,3610,4019,7,NA,320128210,0.075,0.124,-0.165,0.076,0.061,0.06
"CDMPv535_ABMI",3606,3610,4019,7,NA,201820210,-0.037,0.061,-0.149,-0.038,-0.038,0.047
"CDMPv535_ABMI",3606,3610,4019,7,NA,4008576210,-0.037,0.059,-0.143,-0.038,-0.038,0.047
"CDMPv535_ABMI",3606,3610,4019,7,NA,13003,0.06,0.098,-0.142,0.061,0.045,0.068
"CDMPv535_ABMI",3606,3610,4019,7,NA,4003,-0.037,0.057,-0.131,-0.038,0.038,-0.042
"CDMPv535_ABMI",3606,3610,4019,7,NA,9003,0.127,0.088,0.128,0.129,0.144,-0.044
"CDMPv535_ABMI",3606,3610,4019,7,NA,201826210,-0.037,0.055,-0.127,-0.038,-0.038,0.047
"CDMPv535_ABMI",3606,3610,4019,7,NA,4193704210,-0.037,0.055,-0.127,-0.038,-0.038,0.047
"CDMPv535_ABMI",3606,3610,4019,7,NA,3003,0.037,0.061,-0.111,0.038,0.053,-0.073
"CDMPv535_ABMI",3606,3610,4019,7,NA,80809210,-0.037,0.02,-0.109,-0.038,0.053,-0.268
"CDMPv535_ABMI",3606,3610,4019,7,NA,6003,0.09,0.065,0.093,0.083,0.091,-0.027
"CDMPv535_ABMI",3606,3610,4019,7,NA,15003,-0.037,0.017,-0.086,-0.038,-0.038,-0.072
"CDMPv535_ABMI",3606,3610,4019,7,NA,256451210,0.052,0.036,0.08,0.038,-0.038,0.088
"CDMPv535_ABMI",3606,3610,4019,7,NA,260139210,-0.037,0.016,-0.078,-0.038,-0.038,-0.072
"CDMPv535_ABMI",3606,3610,4019,7,NA,4291025210,0.045,0.03,0.075,0.038,0.076,-0.164
"CDMPv535_ABMI",3606,3610,4019,7,NA,14003,0.06,0.077,-0.067,0.061,0.038,0.105
"CDMPv535_ABMI",3606,3610,4019,7,NA,11003,0.127,0.108,0.058,0.129,0.121,0.023
"CDMPv535_ABMI",3606,3610,4019,7,NA,12003,0.082,0.097,-0.051,0.083,0.091,-0.027
"CDMPv535_ABMI",3606,3610,4019,7,NA,80502210,0.037,0.047,-0.05,0.038,0.068,-0.136
"CDMPv535_ABMI",3606,3610,4019,7,NA,5003,0.067,0.055,0.049,0.068,0.091,-0.084
"CDMPv535_ABMI",3606,3610,4019,7,NA,10003,0.09,0.102,-0.041,0.083,0.045,0.155
"CDMPv535_ABMI",3606,3610,4019,7,NA,80824210,-0.037,0.011,0.036,-0.038,-0.038,-0.056
"CDMPv535_ABMI",3606,3610,4019,7,NA,4010333210,-0.037,0.011,0.036,-0.038,-0.038,-0.056
"CDMPv535_ABMI",3606,3610,4019,7,NA,4173335210,-0.037,0.011,0.036,-0.038,-0.038,-0.056
"CDMPv535_ABMI",3606,3610,4019,7,NA,81390210,-0.037,0.005,0.033,-0.038,-0.038,-0.124
"CDMPv535_ABMI",3606,3610,4019,7,NA,4083556210,-0.037,0.01,-0.031,-0.038,-0.038,-0.124
"CDMPv535_ABMI",3606,3610,4019,7,NA,4163270210,-0.037,0.01,-0.031,-0.038,-0.038,-0.124
"CDMPv535_ABMI",3606,3610,4019,7,NA,318800210,0.052,0.056,-0.017,0.045,0.068,-0.098
"CDMPv535_ABMI",3606,3610,4019,7,NA,4144111210,0.052,0.056,-0.017,0.045,0.068,-0.098
"CDMPv535_ABMI",3606,3610,4019,7,NA,380111210,0.067,0.071,-0.014,0.068,0.053,0.064
"CDMPv535_ABMI",3606,3610,4019,7,NA,4335888210,0.067,0.071,-0.014,0.068,0.053,0.064
"CDMPv535_ABMI",3606,3610,4019,7,NA,43021807210,0.067,0.071,-0.014,0.068,0.053,0.064
"CDMPv535_ABMI",3606,3610,4019,8,NA,257007210,0.5,0.362,0.28,0.514,0.542,-0.056
"CDMPv535_ABMI",3606,3610,4019,8,NA,74125210,0.037,0.003,0.249,-0.047,-0.029,0.185
"CDMPv535_ABMI",3606,3610,4019,8,NA,255848210,-0.037,0.079,-0.219,-0.047,0.047,-0.047
"CDMPv535_ABMI",3606,3610,4019,8,NA,8532001,0.657,0.555,0.21,0.607,0.589,0.038
"CDMPv535_ABMI",3606,3610,4019,8,NA,432867210,0.067,0.024,0.205,0.065,0.042,0.104
"CDMPv535_ABMI",3606,3610,4019,8,NA,133834210,0.134,0.073,0.203,0.131,0.033,0.364
"CDMPv535_ABMI",3606,3610,4019,8,NA,42596380210,0.134,0.073,0.203,0.131,0.033,0.364
"CDMPv535_ABMI",3606,3610,4019,8,NA,8003,0.157,0.092,0.196,0.131,0.14,-0.027
"CDMPv535_ABMI",3606,3610,4019,8,NA,4280726210,-0.037,0.007,0.175,-0.047,-0.029,0.08
"CDMPv535_ABMI",3606,3610,4019,8,NA,316866210,0.075,0.124,-0.167,0.075,0.056,0.076
"CDMPv535_ABMI",3606,3610,4019,8,NA,320128210,0.075,0.124,-0.165,0.075,0.056,0.076
"CDMPv535_ABMI",3606,3610,4019,8,NA,201820210,-0.037,0.061,-0.149,-0.047,-0.029,0.082
"CDMPv535_ABMI",3606,3610,4019,8,NA,4008576210,-0.037,0.059,-0.143,-0.047,-0.029,0.113
"CDMPv535_ABMI",3606,3610,4019,8,NA,4003,-0.037,0.057,-0.131,-0.047,0.075,-0.163
"CDMPv535_ABMI",3606,3610,4019,8,NA,9003,0.127,0.088,0.128,0.121,0.103,0.059
"CDMPv535_ABMI",3606,3610,4019,8,NA,201826210,-0.037,0.055,-0.127,-0.047,-0.029,0.113
"CDMPv535_ABMI",3606,3610,4019,8,NA,4193704210,-0.037,0.055,-0.127,-0.047,-0.029,0.113
"CDMPv535_ABMI",3606,3610,4019,8,NA,3003,0.037,0.061,-0.111,-0.047,0.065,-0.127
"CDMPv535_ABMI",3606,3610,4019,8,NA,80809210,-0.037,0.02,-0.109,-0.047,-0.029,-0.08
"CDMPv535_ABMI",3606,3610,4019,8,NA,6003,0.09,0.065,0.093,0.093,0.07,0.085
"CDMPv535_ABMI",3606,3610,4019,8,NA,15003,-0.037,0.017,-0.086,-0.047,-0.029,0.056
"CDMPv535_ABMI",3606,3610,4019,8,NA,256451210,0.052,0.036,0.08,-0.047,0.047,-0.047
"CDMPv535_ABMI",3606,3610,4019,8,NA,260139210,-0.037,0.016,-0.078,-0.047,-0.029,-0.138
"CDMPv535_ABMI",3606,3610,4019,8,NA,4291025210,0.045,0.03,0.075,-0.047,0.042,-0.024
"CDMPv535_ABMI",3606,3610,4019,8,NA,7003,0.067,0.084,-0.065,0.065,0.103,-0.135
"CDMPv535_ABMI",3606,3610,4019,8,NA,11003,0.127,0.108,0.058,0.131,0.107,0.072
"CDMPv535_ABMI",3606,3610,4019,8,NA,12003,0.082,0.097,-0.051,0.103,0.07,0.117
"CDMPv535_ABMI",3606,3610,4019,8,NA,80502210,0.037,0.047,-0.05,-0.047,0.056,-0.14
"CDMPv535_ABMI",3606,3610,4019,8,NA,5003,0.067,0.055,0.049,0.075,0.061,0.056
"CDMPv535_ABMI",3606,3610,4019,8,NA,10003,0.09,0.102,-0.041,0.075,0.079,-0.018
"CDMPv535_ABMI",3606,3610,4019,8,NA,318800210,0.052,0.056,-0.017,0.056,0.093,-0.142
"CDMPv535_ABMI",3606,3610,4019,8,NA,4144111210,0.052,0.056,-0.017,0.056,0.093,-0.142
"CDMPv535_ABMI",3606,3610,4019,8,NA,380111210,0.067,0.071,-0.014,0.084,0.098,-0.049
"CDMPv535_ABMI",3606,3610,4019,8,NA,4335888210,0.067,0.071,-0.014,0.084,0.098,-0.049
"CDMPv535_ABMI",3606,3610,4019,8,NA,43021807210,0.067,0.071,-0.014,0.084,0.098,-0.049
"CDMPv535_ABMI",3606,3610,4019,9,NA,257007210,0.5,0.362,0.28,0.514,0.542,-0.056
"CDMPv535_ABMI",3606,3610,4019,9,NA,74125210,0.037,0.003,0.249,-0.047,-0.016,0.211
"CDMPv535_ABMI",3606,3610,4019,9,NA,255848210,-0.037,0.079,-0.219,-0.047,0.065,-0.124
"CDMPv535_ABMI",3606,3610,4019,9,NA,8532001,0.657,0.555,0.21,0.607,0.601,0.013
"CDMPv535_ABMI",3606,3610,4019,9,NA,432867210,0.067,0.024,0.205,0.065,0.047,0.081
"CDMPv535_ABMI",3606,3610,4019,9,NA,133834210,0.134,0.073,0.203,0.131,0.072,0.194
"CDMPv535_ABMI",3606,3610,4019,9,NA,42596380210,0.134,0.073,0.203,0.131,0.072,0.194
"CDMPv535_ABMI",3606,3610,4019,9,NA,8003,0.157,0.092,0.196,0.131,0.142,-0.032
"CDMPv535_ABMI",3606,3610,4019,9,NA,4280726210,-0.037,0.007,0.175,-0.047,-0.016,0.095
"CDMPv535_ABMI",3606,3610,4019,9,NA,256439210,-0.037,0.005,0.151,-0.047,-0.016,0.017
"CDMPv535_ABMI",3606,3610,4019,9,NA,201820210,-0.037,0.061,-0.149,-0.047,0.029,0.048
"CDMPv535_ABMI",3606,3610,4019,9,NA,4008576210,-0.037,0.059,-0.143,-0.047,0.026,0.062
"CDMPv535_ABMI",3606,3610,4019,9,NA,13003,0.06,0.098,-0.142,0.065,0.064,0.006
"CDMPv535_ABMI",3606,3610,4019,9,NA,4003,-0.037,0.057,-0.131,-0.047,0.078,-0.174
"CDMPv535_ABMI",3606,3610,4019,9,NA,9003,0.127,0.088,0.128,0.121,0.107,0.044
"CDMPv535_ABMI",3606,3610,4019,9,NA,201826210,-0.037,0.055,-0.127,-0.047,0.026,0.062
"CDMPv535_ABMI",3606,3610,4019,9,NA,4193704210,-0.037,0.055,-0.127,-0.047,0.026,0.062
"CDMPv535_ABMI",3606,3610,4019,9,NA,3003,0.037,0.061,-0.111,-0.047,0.062,-0.115
"CDMPv535_ABMI",3606,3610,4019,9,NA,80809210,-0.037,0.02,-0.109,-0.047,0.023,-0.111
"CDMPv535_ABMI",3606,3610,4019,9,NA,6003,0.09,0.065,0.093,0.093,0.07,0.085
"CDMPv535_ABMI",3606,3610,4019,9,NA,15003,-0.037,0.017,-0.086,-0.047,-0.016,0.056
"CDMPv535_ABMI",3606,3610,4019,9,NA,256451210,0.052,0.036,0.08,-0.047,0.044,-0.035
"CDMPv535_ABMI",3606,3610,4019,9,NA,260139210,-0.037,0.016,-0.078,-0.047,0.023,-0.111
"CDMPv535_ABMI",3606,3610,4019,9,NA,14003,0.06,0.077,-0.067,0.056,0.059,-0.013
"CDMPv535_ABMI",3606,3610,4019,9,NA,7003,0.067,0.084,-0.065,0.065,0.1,-0.125
"CDMPv535_ABMI",3606,3610,4019,9,NA,11003,0.127,0.108,0.058,0.131,0.111,0.062
"CDMPv535_ABMI",3606,3610,4019,9,NA,12003,0.082,0.097,-0.051,0.103,0.073,0.105
"CDMPv535_ABMI",3606,3610,4019,9,NA,80502210,0.037,0.047,-0.05,-0.047,0.055,-0.137
"CDMPv535_ABMI",3606,3610,4019,9,NA,5003,0.067,0.055,0.049,0.075,0.055,0.079
"CDMPv535_ABMI",3606,3610,4019,9,NA,10003,0.09,0.102,-0.041,0.075,0.074,0.003
"CDMPv535_ABMI",3606,3610,4019,9,NA,80824210,-0.037,0.011,0.036,-0.047,-0.016,-0.023
"CDMPv535_ABMI",3606,3610,4019,9,NA,4010333210,-0.037,0.011,0.036,-0.047,-0.016,-0.023
"CDMPv535_ABMI",3606,3610,4019,9,NA,4173335210,-0.037,0.011,0.036,-0.047,-0.016,-0.023
"CDMPv535_ABMI",3606,3610,4019,9,NA,438720210,-0.037,0.005,0.033,-0.047,-0.016,0.092
"CDMPv535_ABMI",3606,3610,4019,9,NA,318800210,0.052,0.056,-0.017,0.056,0.094,-0.145
"CDMPv535_ABMI",3606,3610,4019,9,NA,4144111210,0.052,0.056,-0.017,0.056,0.094,-0.145
"CDMPv535_ABMI",3606,3610,4019,9,NA,380111210,0.067,0.071,-0.014,0.084,0.104,-0.067
"CDMPv535_ABMI",3606,3610,4019,9,NA,4335888210,0.067,0.071,-0.014,0.084,0.104,-0.067
"CDMPv535_ABMI",3606,3610,4019,9,NA,43021807210,0.067,0.071,-0.014,0.084,0.104,-0.067
