"time","target_survival","target_survival_lb","target_survival_ub","comparator_survival","comparator_survival_lb","comparator_survival_ub","target_at_risk","comparator_at_risk","target_id","comparator_id","outcome_id","analysis_id","database_id"
55,0.6999,0.6165,0.7946,0.6188,0.4978,0.7691,NA,NA,3606,3610,4019,6,"CDMPv535_ABMI"
56,0.6686,0.5829,0.7668,0.5801,0.4511,0.746,NA,NA,3606,3610,4019,6,"CDMPv535_ABMI"
58,0.6686,0.5829,0.7668,0.4641,0.3113,0.6917,NA,NA,3606,3610,4019,6,"CDMPv535_ABMI"
59,0.6575,0.571,0.757,0.4641,0.3113,0.6917,NA,NA,3606,3610,4019,6,"CDMPv535_ABMI"
62,0.6352,0.5473,0.7371,0.4641,0.3113,0.6917,NA,NA,3606,3610,4019,6,"CDMPv535_ABMI"
63,0.6129,0.5239,0.717,0.4641,0.3113,0.6917,NA,NA,3606,3610,4019,6,"CDMPv535_ABMI"
70,0.6006,0.5109,0.7061,0.4641,0.3113,0.6917,NA,NA,3606,3610,4019,6,"CDMPv535_ABMI"
72,0.5884,0.498,0.6951,0.4061,0.2519,0.6545,NA,NA,3606,3610,4019,6,"CDMPv535_ABMI"
75,0.5638,0.4724,0.673,0.4061,0.2519,0.6545,NA,NA,3606,3610,4019,6,"CDMPv535_ABMI"
77,0.5516,0.4598,0.6617,0.4061,0.2519,0.6545,NA,NA,3606,3610,4019,6,"CDMPv535_ABMI"
84,0.5391,0.4469,0.6503,0.4061,0.2519,0.6545,NA,NA,3606,3610,4019,6,"CDMPv535_ABMI"
85,0.5252,0.4325,0.6379,0.4061,0.2519,0.6545,NA,NA,3606,3610,4019,6,"CDMPv535_ABMI"
86,0.5252,0.4325,0.6379,0.3046,0.1453,0.6385,NA,NA,3606,3610,4019,6,"CDMPv535_ABMI"
91,0.4826,0.3886,0.5994,0.3046,0.1453,0.6385,NA,NA,3606,3610,4019,6,"CDMPv535_ABMI"
97,0.4685,0.3743,0.5863,0.3046,0.1453,0.6385,NA,NA,3606,3610,4019,6,"CDMPv535_ABMI"
100,0.4685,0.3743,0.5863,0.3046,0.1453,0.6385,33,-5,3606,3610,4019,6,"CDMPv535_ABMI"
104,0.4543,0.3601,0.5731,0.3046,0.1453,0.6385,NA,NA,3606,3610,4019,6,"CDMPv535_ABMI"
112,0.4401,0.346,0.5597,0.3046,0.1453,0.6385,NA,NA,3606,3610,4019,6,"CDMPv535_ABMI"
119,0.4249,0.3308,0.5457,0.3046,0.1453,0.6385,NA,NA,3606,3610,4019,6,"CDMPv535_ABMI"
145,0.4064,0.3118,0.5297,0.3046,0.1453,0.6385,NA,NA,3606,3610,4019,6,"CDMPv535_ABMI"
0,1,1,1,1,1,1,132,132,3606,3610,4019,7,"CDMPv535_ABMI"
1,0.9621,0.9301,0.9952,0.9621,0.9301,0.9952,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
2,0.9545,0.9197,0.9907,0.9545,0.9197,0.9907,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
3,0.947,0.9095,0.986,0.9545,0.9197,0.9907,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
5,0.9394,0.8996,0.981,0.9394,0.8996,0.981,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
6,0.9318,0.8898,0.9758,0.9394,0.8996,0.981,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
7,0.9167,0.8707,0.965,0.9318,0.8898,0.9758,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
9,0.9091,0.8613,0.9595,0.9318,0.8898,0.9758,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
10,0.8939,0.8429,0.948,0.9318,0.8898,0.9758,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
13,0.8864,0.8338,0.9422,0.9318,0.8898,0.9758,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
14,0.8636,0.807,0.9242,0.9318,0.8898,0.9758,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
18,0.8636,0.807,0.9242,0.9242,0.8802,0.9705,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
19,0.8636,0.807,0.9242,0.9167,0.8707,0.965,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
22,0.8636,0.807,0.9242,0.9091,0.8613,0.9595,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
23,0.8561,0.7982,0.9181,0.9091,0.8613,0.9595,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
24,0.8561,0.7982,0.9181,0.9015,0.8521,0.9538,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
25,0.8485,0.7895,0.9119,0.9015,0.8521,0.9538,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
26,0.8409,0.7808,0.9057,0.9015,0.8521,0.9538,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
28,0.8258,0.7635,0.8931,0.8939,0.8429,0.948,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
30,0.8182,0.755,0.8867,0.8939,0.8429,0.948,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
31,0.8106,0.7464,0.8803,0.8939,0.8429,0.948,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
33,0.8106,0.7464,0.8803,0.8864,0.8338,0.9422,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
34,0.8106,0.7464,0.8803,0.8788,0.8248,0.9363,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
35,0.7803,0.7128,0.8542,0.8712,0.8159,0.9303,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
36,0.7727,0.7044,0.8476,0.8561,0.7982,0.9181,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
39,0.7652,0.6961,0.841,0.8561,0.7982,0.9181,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
41,0.7576,0.6879,0.8343,0.8561,0.7982,0.9181,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
42,0.75,0.6797,0.8276,0.8561,0.7982,0.9181,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
44,0.7424,0.6714,0.8209,0.8485,0.7895,0.9119,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
49,0.7348,0.6633,0.8141,0.8409,0.7808,0.9057,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
50,0.7348,0.6633,0.8141,0.8333,0.7721,0.8994,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
55,0.7273,0.6551,0.8074,0.8333,0.7721,0.8994,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
56,0.7045,0.6309,0.7868,0.8182,0.755,0.8867,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
59,0.697,0.6228,0.7799,0.8182,0.755,0.8867,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
60,0.697,0.6228,0.7799,0.8106,0.7464,0.8803,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
62,0.6742,0.5989,0.7591,0.8106,0.7464,0.8803,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
63,0.6591,0.583,0.7451,0.7879,0.7211,0.8608,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
70,0.6364,0.5594,0.724,0.7802,0.7127,0.8542,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
72,0.6288,0.5515,0.7169,0.7802,0.7127,0.8542,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
75,0.6136,0.5359,0.7026,0.7802,0.7127,0.8542,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
77,0.6061,0.5282,0.6954,0.7802,0.7127,0.8542,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
78,0.5985,0.5204,0.6882,0.7802,0.7127,0.8542,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
82,0.5985,0.5204,0.6882,0.7649,0.6959,0.8408,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
84,0.5909,0.5127,0.681,0.7649,0.6959,0.8408,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
85,0.5833,0.505,0.6738,0.7649,0.6959,0.8408,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
86,0.5833,0.505,0.6738,0.7496,0.6792,0.8274,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
91,0.5606,0.482,0.652,0.7496,0.6792,0.8274,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
95,0.5606,0.482,0.652,0.742,0.6709,0.8206,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
97,0.553,0.4744,0.6447,0.7343,0.6626,0.8138,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
104,0.5379,0.4592,0.63,0.7343,0.6626,0.8138,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
105,0.5379,0.4592,0.63,0.7267,0.6544,0.8069,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
112,0.5303,0.4516,0.6227,0.719,0.6462,0.8001,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
114,0.5303,0.4516,0.6227,0.7114,0.638,0.7932,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
119,0.5227,0.4441,0.6153,0.7037,0.6299,0.7863,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
126,0.5227,0.4441,0.6153,0.6961,0.6218,0.7793,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
129,0.5227,0.4441,0.6153,0.6884,0.6137,0.7723,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
131,0.5227,0.4441,0.6153,0.6808,0.6056,0.7653,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
135,0.5227,0.4441,0.6153,0.6731,0.5975,0.7583,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
140,0.5152,0.4366,0.6079,0.6731,0.5975,0.7583,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
145,0.5076,0.4291,0.6004,0.6655,0.5895,0.7513,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
146,0.5076,0.4291,0.6004,0.6578,0.5815,0.7442,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
149,0.5,0.4216,0.593,0.6578,0.5815,0.7442,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
154,0.4924,0.4141,0.5855,0.6578,0.5815,0.7442,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
163,0.4848,0.4067,0.5781,0.6578,0.5815,0.7442,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
166,0.4848,0.4067,0.5781,0.6502,0.5735,0.7371,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
168,0.4773,0.3992,0.5706,0.6425,0.5656,0.73,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
171,0.4773,0.3992,0.5706,0.6349,0.5577,0.7228,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
179,0.4773,0.3992,0.5706,0.6272,0.5498,0.7157,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
180,0.4773,0.3992,0.5706,0.6196,0.5419,0.7085,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
182,0.4697,0.3918,0.563,0.6196,0.5419,0.7085,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
189,0.462,0.3843,0.5554,0.6196,0.5419,0.7085,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
192,0.4543,0.3768,0.5477,0.6196,0.5419,0.7085,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
193,0.4543,0.3768,0.5477,0.6119,0.534,0.7013,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
196,0.4543,0.3768,0.5477,0.6043,0.5262,0.694,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
207,0.4466,0.3693,0.5401,0.6043,0.5262,0.694,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
208,0.4389,0.3618,0.5324,0.6043,0.5262,0.694,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
210,0.4235,0.347,0.5169,0.6043,0.5262,0.694,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
215,0.4158,0.3396,0.5091,0.6043,0.5262,0.694,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
217,0.4158,0.3396,0.5091,0.5965,0.5182,0.6867,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
220,0.4004,0.3248,0.4936,0.5965,0.5182,0.6867,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
224,0.3927,0.3175,0.4857,0.5965,0.5182,0.6867,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
233,0.385,0.3102,0.4779,0.5965,0.5182,0.6867,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
238,0.3773,0.3029,0.47,0.5888,0.5103,0.6793,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
245,0.3773,0.3029,0.47,0.5733,0.4946,0.6646,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
250,0.3773,0.3029,0.47,0.5656,0.4867,0.6572,49,74,3606,3610,4019,7,"CDMPv535_ABMI"
254,0.3773,0.3029,0.47,0.5578,0.4789,0.6497,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
256,0.3696,0.2956,0.4621,0.5578,0.4789,0.6497,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
259,0.3619,0.2883,0.4542,0.5501,0.4711,0.6423,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
263,0.3619,0.2883,0.4542,0.5346,0.4555,0.6273,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
266,0.3619,0.2883,0.4542,0.5268,0.4478,0.6198,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
268,0.3465,0.2739,0.4383,0.5268,0.4478,0.6198,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
283,0.3388,0.2667,0.4303,0.5268,0.4478,0.6198,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
287,0.3388,0.2667,0.4303,0.5191,0.4401,0.6122,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
294,0.3388,0.2667,0.4303,0.5113,0.4324,0.6047,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
295,0.3388,0.2667,0.4303,0.5036,0.4247,0.5971,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
301,0.3388,0.2667,0.4303,0.4958,0.4171,0.5895,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
310,0.3388,0.2667,0.4303,0.4878,0.4091,0.5817,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
318,0.3309,0.2594,0.4222,0.4878,0.4091,0.5817,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
321,0.323,0.2521,0.414,0.4878,0.4091,0.5817,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
322,0.3073,0.2375,0.3976,0.4718,0.3934,0.566,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
324,0.2994,0.2303,0.3893,0.4718,0.3934,0.566,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
329,0.2994,0.2303,0.3893,0.4558,0.3777,0.5502,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
336,0.2915,0.2231,0.381,0.4558,0.3777,0.5502,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
342,0.2915,0.2231,0.381,0.4478,0.3699,0.5422,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
343,0.2915,0.2231,0.381,0.4319,0.3544,0.5263,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
347,0.2915,0.2231,0.381,0.4239,0.3466,0.5183,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
348,0.2915,0.2231,0.381,0.4157,0.3387,0.5101,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
350,0.2836,0.2159,0.3727,0.4157,0.3387,0.5101,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
352,0.2758,0.2087,0.3644,0.4157,0.3387,0.5101,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
356,0.2679,0.2016,0.356,0.4157,0.3387,0.5101,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
366,0.26,0.1945,0.3476,0.4157,0.3387,0.5101,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
371,0.2521,0.1874,0.3391,0.4157,0.3387,0.5101,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
375,0.2442,0.1804,0.3307,0.4157,0.3387,0.5101,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
388,0.2442,0.1804,0.3307,0.4076,0.3309,0.502,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
390,0.2442,0.1804,0.3307,0.3994,0.3231,0.4938,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
393,0.2358,0.1729,0.3217,0.3994,0.3231,0.4938,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
408,0.2274,0.1653,0.3128,0.3913,0.3153,0.4855,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
410,0.219,0.1579,0.3037,0.3913,0.3153,0.4855,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
411,0.2106,0.1505,0.2947,0.3913,0.3153,0.4855,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
413,0.2021,0.1431,0.2856,0.3913,0.3153,0.4855,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
424,0.2021,0.1431,0.2856,0.3829,0.3073,0.4771,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
429,0.1937,0.1358,0.2764,0.3829,0.3073,0.4771,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
444,0.1849,0.1281,0.2669,0.3829,0.3073,0.4771,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
452,0.1849,0.1281,0.2669,0.3746,0.2994,0.4687,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
462,0.1761,0.1205,0.2573,0.3746,0.2994,0.4687,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
469,0.1668,0.1125,0.2473,0.3746,0.2994,0.4687,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
483,0.157,0.1041,0.2369,0.3746,0.2994,0.4687,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
500,0.157,0.1041,0.2369,0.3746,0.2994,0.4687,16,44,3606,3610,4019,7,"CDMPv535_ABMI"
512,0.157,0.1041,0.2369,0.3661,0.2913,0.4601,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
527,0.1472,0.0957,0.2264,0.3661,0.2913,0.4601,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
538,0.1374,0.0875,0.2157,0.3661,0.2913,0.4601,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
545,0.1374,0.0875,0.2157,0.3576,0.2832,0.4515,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
578,0.1276,0.0794,0.2049,0.3576,0.2832,0.4515,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
627,0.1178,0.0715,0.194,0.3576,0.2832,0.4515,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
633,0.108,0.0637,0.1829,0.3576,0.2832,0.4515,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
636,0.108,0.0637,0.1829,0.3489,0.2749,0.4427,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
637,0.0981,0.0561,0.1717,0.3401,0.2667,0.4338,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
687,0.0981,0.0561,0.1717,0.3312,0.2582,0.4248,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
707,0.0872,0.0476,0.1598,0.3312,0.2582,0.4248,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
708,0.0872,0.0476,0.1598,0.3222,0.2498,0.4157,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
714,0.0872,0.0476,0.1598,0.3133,0.2414,0.4065,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
749,0.0872,0.0476,0.1598,0.3041,0.2328,0.3971,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
750,0.0872,0.0476,0.1598,0.3041,0.2328,0.3971,8,33,3606,3610,4019,7,"CDMPv535_ABMI"
774,0.0872,0.0476,0.1598,0.2949,0.2242,0.3877,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
786,0.0872,0.0476,0.1598,0.2856,0.2157,0.3782,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
787,0.0872,0.0476,0.1598,0.2764,0.2073,0.3687,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
788,0.0748,0.038,0.1471,0.2764,0.2073,0.3687,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
847,0.0623,0.029,0.134,0.2764,0.2073,0.3687,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
902,0.0623,0.029,0.134,0.2669,0.1985,0.3589,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
911,0.0623,0.029,0.134,0.2574,0.1898,0.349,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
929,0.0623,0.029,0.134,0.2478,0.1812,0.339,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
932,0.0623,0.029,0.134,0.2383,0.1726,0.3291,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
966,0.0498,0.0206,0.1204,0.2383,0.1726,0.3291,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
1000,0.0498,0.0206,0.1204,0.2383,0.1726,0.3291,-5,25,3606,3610,4019,7,"CDMPv535_ABMI"
1132,0.0498,0.0206,0.1204,0.2288,0.1641,0.319,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
1157,0.0498,0.0206,0.1204,0.2192,0.1556,0.3089,NA,NA,3606,3610,4019,7,"CDMPv535_ABMI"
0,1,1,1,1,1,1,107,181,3606,3610,4019,8,"CDMPv535_ABMI"
1,0.9626,0.9051,0.9855,0.9185,0.8442,0.9582,NA,NA,3606,3610,4019,8,"CDMPv535_ABMI"
2,0.9533,0.8928,0.98,0.8989,0.8202,0.9443,NA,NA,3606,3610,4019,8,"CDMPv535_ABMI"
3,0.9439,0.8807,0.9741,0.8662,0.7805,0.9202,NA,NA,3606,3610,4019,8,"CDMPv535_ABMI"
5,0.9346,0.8688,0.968,0.8611,0.7743,0.9163,NA,NA,3606,3610,4019,8,"CDMPv535_ABMI"
6,0.9252,0.8571,0.9616,0.8525,0.7639,0.9097,NA,NA,3606,3610,4019,8,"CDMPv535_ABMI"
7,0.9065,0.8343,0.9482,0.8477,0.7582,0.9061,NA,NA,3606,3610,4019,8,"CDMPv535_ABMI"
9,0.8972,0.8231,0.9414,0.8477,0.7582,0.9061,NA,NA,3606,3610,4019,8,"CDMPv535_ABMI"
10,0.8879,0.8119,0.9343,0.8463,0.7565,0.905,NA,NA,3606,3610,4019,8,"CDMPv535_ABMI"
13,0.8785,0.8009,0.9272,0.8463,0.7565,0.905,NA,NA,3606,3610,4019,8,"CDMPv535_ABMI"
14,0.8598,0.7793,0.9126,0.8409,0.7499,0.901,NA,NA,3606,3610,4019,8,"CDMPv535_ABMI"
18,0.8598,0.7793,0.9126,0.8162,0.7194,0.8823,NA,NA,3606,3610,4019,8,"CDMPv535_ABMI"
19,0.8598,0.7793,0.9126,0.8112,0.7133,0.8784,NA,NA,3606,3610,4019,8,"CDMPv535_ABMI"
20,0.8598,0.7793,0.9126,0.7993,0.6992,0.8692,NA,NA,3606,3610,4019,8,"CDMPv535_ABMI"
21,0.8598,0.7793,0.9126,0.7934,0.6921,0.8646,NA,NA,3606,3610,4019,8,"CDMPv535_ABMI"
23,0.8598,0.7793,0.9126,0.7681,0.6624,0.8445,NA,NA,3606,3610,4019,8,"CDMPv535_ABMI"
25,0.8505,0.7685,0.9052,0.7629,0.6564,0.8403,NA,NA,3606,3610,4019,8,"CDMPv535_ABMI"
26,0.8411,0.7579,0.8977,0.7629,0.6564,0.8403,NA,NA,3606,3610,4019,8,"CDMPv535_ABMI"
28,0.8224,0.7368,0.8824,0.7225,0.6101,0.8075,NA,NA,3606,3610,4019,8,"CDMPv535_ABMI"
29,0.8224,0.7368,0.8824,0.7142,0.5993,0.8015,NA,NA,3606,3610,4019,8,"CDMPv535_ABMI"
30,0.8124,0.7254,0.8742,0.7142,0.5993,0.8015,NA,NA,3606,3610,4019,8,"CDMPv535_ABMI"
31,0.8024,0.714,0.8659,0.7142,0.5993,0.8015,NA,NA,3606,3610,4019,8,"CDMPv535_ABMI"
35,0.7617,0.6692,0.8316,0.7142,0.5993,0.8015,NA,NA,3606,3610,4019,8,"CDMPv535_ABMI"
36,0.7516,0.6581,0.8229,0.6547,0.5148,0.7632,NA,NA,3606,3610,4019,8,"CDMPv535_ABMI"
39,0.7414,0.647,0.8142,0.6547,0.5148,0.7632,NA,NA,3606,3610,4019,8,"CDMPv535_ABMI"
42,0.7313,0.636,0.8054,0.598,0.4459,0.7208,NA,NA,3606,3610,4019,8,"CDMPv535_ABMI"
44,0.7208,0.6246,0.7963,0.598,0.4459,0.7208,NA,NA,3606,3610,4019,8,"CDMPv535_ABMI"
49,0.7104,0.6134,0.7872,0.598,0.4459,0.7208,NA,NA,3606,3610,4019,8,"CDMPv535_ABMI"
50,0.7104,0.6134,0.7872,0.598,0.4459,0.7208,68,28,3606,3610,4019,8,"CDMPv535_ABMI"
54,0.7104,0.6134,0.7872,0.5778,0.4208,0.7064,NA,NA,3606,3610,4019,8,"CDMPv535_ABMI"
55,0.6999,0.6022,0.778,0.5778,0.4208,0.7064,NA,NA,3606,3610,4019,8,"CDMPv535_ABMI"
56,0.6686,0.5692,0.75,0.5728,0.4146,0.7029,NA,NA,3606,3610,4019,8,"CDMPv535_ABMI"
58,0.6686,0.5692,0.75,0.5303,0.3503,0.6814,NA,NA,3606,3610,4019,8,"CDMPv535_ABMI"
59,0.6575,0.5574,0.7401,0.5303,0.3503,0.6814,NA,NA,3606,3610,4019,8,"CDMPv535_ABMI"
62,0.6352,0.534,0.7201,0.5303,0.3503,0.6814,NA,NA,3606,3610,4019,8,"CDMPv535_ABMI"
63,0.6129,0.5109,0.6998,0.5303,0.3503,0.6814,NA,NA,3606,3610,4019,8,"CDMPv535_ABMI"
70,0.6006,0.4979,0.6889,0.5303,0.3503,0.6814,NA,NA,3606,3610,4019,8,"CDMPv535_ABMI"
72,0.5884,0.4851,0.6778,0.3863,0.1933,0.5767,NA,NA,3606,3610,4019,8,"CDMPv535_ABMI"
75,0.5638,0.4598,0.6553,0.3863,0.1933,0.5767,NA,NA,3606,3610,4019,8,"CDMPv535_ABMI"
77,0.5516,0.4473,0.6441,0.3863,0.1933,0.5767,NA,NA,3606,3610,4019,8,"CDMPv535_ABMI"
80,0.5516,0.4473,0.6441,0.3509,0.1635,0.5458,NA,NA,3606,3610,4019,8,"CDMPv535_ABMI"
84,0.5391,0.4345,0.6325,0.3509,0.1635,0.5458,NA,NA,3606,3610,4019,8,"CDMPv535_ABMI"
85,0.5252,0.4201,0.62,0.3509,0.1635,0.5458,NA,NA,3606,3610,4019,8,"CDMPv535_ABMI"
86,0.5252,0.4201,0.62,0.2839,0.115,0.4804,NA,NA,3606,3610,4019,8,"CDMPv535_ABMI"
91,0.4826,0.3771,0.5803,0.2839,0.115,0.4804,NA,NA,3606,3610,4019,8,"CDMPv535_ABMI"
97,0.4685,0.3628,0.5671,0.2839,0.115,0.4804,NA,NA,3606,3610,4019,8,"CDMPv535_ABMI"
100,0.4685,0.3628,0.5671,0.2839,0.115,0.4804,33,5,3606,3610,4019,8,"CDMPv535_ABMI"
