"time","target_survival","target_survival_lb","target_survival_ub","comparator_survival","comparator_survival_lb","comparator_survival_ub","target_at_risk","comparator_at_risk","target_id","comparator_id","outcome_id","analysis_id","database_id"
22,0.8636,0.807,0.9242,0.8864,0.8338,0.9422,NA,NA,3606,3610,3994,4,"CDMPv535_ABMI"
23,0.8561,0.7982,0.9181,0.8864,0.8338,0.9422,NA,NA,3606,3610,3994,4,"CDMPv535_ABMI"
24,0.8561,0.7982,0.9181,0.8788,0.8248,0.9363,NA,NA,3606,3610,3994,4,"CDMPv535_ABMI"
25,0.8485,0.7895,0.9119,0.8788,0.8248,0.9363,NA,NA,3606,3610,3994,4,"CDMPv535_ABMI"
26,0.8409,0.7808,0.9057,0.8788,0.8248,0.9363,NA,NA,3606,3610,3994,4,"CDMPv535_ABMI"
28,0.8258,0.7635,0.8931,0.8712,0.8159,0.9303,NA,NA,3606,3610,3994,4,"CDMPv535_ABMI"
30,0.8182,0.755,0.8867,0.8712,0.8159,0.9303,NA,NA,3606,3610,3994,4,"CDMPv535_ABMI"
31,0.8106,0.7464,0.8803,0.8712,0.8159,0.9303,NA,NA,3606,3610,3994,4,"CDMPv535_ABMI"
33,0.8106,0.7464,0.8803,0.8636,0.807,0.9242,NA,NA,3606,3610,3994,4,"CDMPv535_ABMI"
34,0.8106,0.7464,0.8803,0.8561,0.7982,0.9181,NA,NA,3606,3610,3994,4,"CDMPv535_ABMI"
35,0.7803,0.7128,0.8542,0.8485,0.7895,0.9119,NA,NA,3606,3610,3994,4,"CDMPv535_ABMI"
36,0.7727,0.7044,0.8476,0.8333,0.7721,0.8994,NA,NA,3606,3610,3994,4,"CDMPv535_ABMI"
39,0.7652,0.6961,0.841,0.8333,0.7721,0.8994,NA,NA,3606,3610,3994,4,"CDMPv535_ABMI"
41,0.7576,0.6879,0.8343,0.8333,0.7721,0.8994,NA,NA,3606,3610,3994,4,"CDMPv535_ABMI"
42,0.75,0.6797,0.8276,0.8333,0.7721,0.8994,NA,NA,3606,3610,3994,4,"CDMPv535_ABMI"
44,0.7424,0.6714,0.8209,0.8258,0.7635,0.8931,NA,NA,3606,3610,3994,4,"CDMPv535_ABMI"
49,0.7348,0.6633,0.8141,0.8182,0.755,0.8867,NA,NA,3606,3610,3994,4,"CDMPv535_ABMI"
50,0.7348,0.6633,0.8141,0.8106,0.7464,0.8803,97,108,3606,3610,3994,4,"CDMPv535_ABMI"
55,0.7273,0.6551,0.8074,0.8106,0.7464,0.8803,NA,NA,3606,3610,3994,4,"CDMPv535_ABMI"
56,0.7045,0.6309,0.7868,0.7955,0.7295,0.8673,NA,NA,3606,3610,3994,4,"CDMPv535_ABMI"
59,0.697,0.6228,0.7799,0.7955,0.7295,0.8673,NA,NA,3606,3610,3994,4,"CDMPv535_ABMI"
60,0.697,0.6228,0.7799,0.7879,0.7211,0.8608,NA,NA,3606,3610,3994,4,"CDMPv535_ABMI"
62,0.6742,0.5989,0.7591,0.7879,0.7211,0.8608,NA,NA,3606,3610,3994,4,"CDMPv535_ABMI"
63,0.6591,0.583,0.7451,0.7652,0.6961,0.841,NA,NA,3606,3610,3994,4,"CDMPv535_ABMI"
70,0.6364,0.5594,0.724,0.7575,0.6878,0.8343,NA,NA,3606,3610,3994,4,"CDMPv535_ABMI"
75,0.6212,0.5437,0.7097,0.7575,0.6878,0.8343,NA,NA,3606,3610,3994,4,"CDMPv535_ABMI"
77,0.6136,0.5359,0.7026,0.7575,0.6878,0.8343,NA,NA,3606,3610,3994,4,"CDMPv535_ABMI"
78,0.6061,0.5282,0.6954,0.7575,0.6878,0.8343,NA,NA,3606,3610,3994,4,"CDMPv535_ABMI"
82,0.6061,0.5282,0.6954,0.7422,0.6712,0.8207,NA,NA,3606,3610,3994,4,"CDMPv535_ABMI"
84,0.5985,0.5204,0.6882,0.7422,0.6712,0.8207,NA,NA,3606,3610,3994,4,"CDMPv535_ABMI"
85,0.5909,0.5127,0.681,0.7422,0.6712,0.8207,NA,NA,3606,3610,3994,4,"CDMPv535_ABMI"
86,0.5909,0.5127,0.681,0.7269,0.6547,0.8071,NA,NA,3606,3610,3994,4,"CDMPv535_ABMI"
91,0.5682,0.4897,0.6593,0.7269,0.6547,0.8071,NA,NA,3606,3610,3994,4,"CDMPv535_ABMI"
95,0.5682,0.4897,0.6593,0.7192,0.6465,0.8002,NA,NA,3606,3610,3994,4,"CDMPv535_ABMI"
97,0.5606,0.482,0.652,0.7116,0.6383,0.7933,NA,NA,3606,3610,3994,4,"CDMPv535_ABMI"
100,0.5606,0.482,0.652,0.7116,0.6383,0.7933,74,93,3606,3610,3994,4,"CDMPv535_ABMI"
104,0.5455,0.4668,0.6374,0.7116,0.6383,0.7933,NA,NA,3606,3610,3994,4,"CDMPv535_ABMI"
105,0.5455,0.4668,0.6374,0.7039,0.6301,0.7864,NA,NA,3606,3610,3994,4,"CDMPv535_ABMI"
112,0.5379,0.4592,0.63,0.6963,0.622,0.7795,NA,NA,3606,3610,3994,4,"CDMPv535_ABMI"
114,0.5379,0.4592,0.63,0.6886,0.6139,0.7725,NA,NA,3606,3610,3994,4,"CDMPv535_ABMI"
119,0.5303,0.4516,0.6227,0.681,0.6058,0.7655,NA,NA,3606,3610,3994,4,"CDMPv535_ABMI"
126,0.5303,0.4516,0.6227,0.6733,0.5978,0.7585,NA,NA,3606,3610,3994,4,"CDMPv535_ABMI"
129,0.5303,0.4516,0.6227,0.6657,0.5897,0.7514,NA,NA,3606,3610,3994,4,"CDMPv535_ABMI"
131,0.5303,0.4516,0.6227,0.658,0.5817,0.7443,NA,NA,3606,3610,3994,4,"CDMPv535_ABMI"
135,0.5303,0.4516,0.6227,0.6504,0.5738,0.7372,NA,NA,3606,3610,3994,4,"CDMPv535_ABMI"
140,0.5227,0.4441,0.6153,0.6504,0.5738,0.7372,NA,NA,3606,3610,3994,4,"CDMPv535_ABMI"
145,0.5152,0.4366,0.6079,0.6427,0.5658,0.7301,NA,NA,3606,3610,3994,4,"CDMPv535_ABMI"
146,0.5152,0.4366,0.6079,0.6351,0.5579,0.723,NA,NA,3606,3610,3994,4,"CDMPv535_ABMI"
149,0.5076,0.4291,0.6004,0.6351,0.5579,0.723,NA,NA,3606,3610,3994,4,"CDMPv535_ABMI"
150,0.5076,0.4291,0.6004,0.6351,0.5579,0.723,67,83,3606,3610,3994,4,"CDMPv535_ABMI"
154,0.5,0.4216,0.593,0.6351,0.5579,0.723,NA,NA,3606,3610,3994,4,"CDMPv535_ABMI"
163,0.4924,0.4141,0.5855,0.6351,0.5579,0.723,NA,NA,3606,3610,3994,4,"CDMPv535_ABMI"
166,0.4924,0.4141,0.5855,0.6274,0.55,0.7158,NA,NA,3606,3610,3994,4,"CDMPv535_ABMI"
168,0.4848,0.4067,0.5781,0.6198,0.5421,0.7086,NA,NA,3606,3610,3994,4,"CDMPv535_ABMI"
171,0.4848,0.4067,0.5781,0.6121,0.5342,0.7014,NA,NA,3606,3610,3994,4,"CDMPv535_ABMI"
179,0.4848,0.4067,0.5781,0.6045,0.5264,0.6942,NA,NA,3606,3610,3994,4,"CDMPv535_ABMI"
0,1,1,1,1,1,1,132,132,3606,3610,3994,5,"CDMPv535_ABMI"
1,0.9545,0.9197,0.9907,0.9394,0.8996,0.981,NA,NA,3606,3610,3994,5,"CDMPv535_ABMI"
2,0.947,0.9095,0.986,0.9318,0.8898,0.9758,NA,NA,3606,3610,3994,5,"CDMPv535_ABMI"
3,0.9394,0.8996,0.981,0.9318,0.8898,0.9758,NA,NA,3606,3610,3994,5,"CDMPv535_ABMI"
5,0.9394,0.8996,0.981,0.9167,0.8707,0.965,NA,NA,3606,3610,3994,5,"CDMPv535_ABMI"
6,0.9318,0.8898,0.9758,0.9167,0.8707,0.965,NA,NA,3606,3610,3994,5,"CDMPv535_ABMI"
7,0.9167,0.8707,0.965,0.9091,0.8613,0.9595,NA,NA,3606,3610,3994,5,"CDMPv535_ABMI"
9,0.9091,0.8613,0.9595,0.9091,0.8613,0.9595,NA,NA,3606,3610,3994,5,"CDMPv535_ABMI"
10,0.8939,0.8429,0.948,0.9091,0.8613,0.9595,NA,NA,3606,3610,3994,5,"CDMPv535_ABMI"
13,0.8864,0.8338,0.9422,0.9091,0.8613,0.9595,NA,NA,3606,3610,3994,5,"CDMPv535_ABMI"
14,0.8636,0.807,0.9242,0.9091,0.8613,0.9595,NA,NA,3606,3610,3994,5,"CDMPv535_ABMI"
18,0.8636,0.807,0.9242,0.9015,0.8521,0.9538,NA,NA,3606,3610,3994,5,"CDMPv535_ABMI"
19,0.8636,0.807,0.9242,0.8939,0.8429,0.948,NA,NA,3606,3610,3994,5,"CDMPv535_ABMI"
22,0.8636,0.807,0.9242,0.8864,0.8338,0.9422,NA,NA,3606,3610,3994,5,"CDMPv535_ABMI"
23,0.8561,0.7982,0.9181,0.8864,0.8338,0.9422,NA,NA,3606,3610,3994,5,"CDMPv535_ABMI"
24,0.8561,0.7982,0.9181,0.8788,0.8248,0.9363,NA,NA,3606,3610,3994,5,"CDMPv535_ABMI"
25,0.8485,0.7895,0.9119,0.8788,0.8248,0.9363,NA,NA,3606,3610,3994,5,"CDMPv535_ABMI"
26,0.8409,0.7808,0.9057,0.8788,0.8248,0.9363,NA,NA,3606,3610,3994,5,"CDMPv535_ABMI"
28,0.8258,0.7635,0.8931,0.8712,0.8159,0.9303,NA,NA,3606,3610,3994,5,"CDMPv535_ABMI"
30,0.8182,0.755,0.8867,0.8712,0.8159,0.9303,NA,NA,3606,3610,3994,5,"CDMPv535_ABMI"
31,0.8106,0.7464,0.8803,0.8712,0.8159,0.9303,NA,NA,3606,3610,3994,5,"CDMPv535_ABMI"
33,0.8106,0.7464,0.8803,0.8636,0.807,0.9242,NA,NA,3606,3610,3994,5,"CDMPv535_ABMI"
34,0.8106,0.7464,0.8803,0.8561,0.7982,0.9181,NA,NA,3606,3610,3994,5,"CDMPv535_ABMI"
35,0.7803,0.7128,0.8542,0.8485,0.7895,0.9119,NA,NA,3606,3610,3994,5,"CDMPv535_ABMI"
36,0.7727,0.7044,0.8476,0.8333,0.7721,0.8994,NA,NA,3606,3610,3994,5,"CDMPv535_ABMI"
39,0.7652,0.6961,0.841,0.8333,0.7721,0.8994,NA,NA,3606,3610,3994,5,"CDMPv535_ABMI"
41,0.7576,0.6879,0.8343,0.8333,0.7721,0.8994,NA,NA,3606,3610,3994,5,"CDMPv535_ABMI"
42,0.75,0.6797,0.8276,0.8333,0.7721,0.8994,NA,NA,3606,3610,3994,5,"CDMPv535_ABMI"
44,0.7424,0.6714,0.8209,0.8258,0.7635,0.8931,NA,NA,3606,3610,3994,5,"CDMPv535_ABMI"
49,0.7348,0.6633,0.8141,0.8182,0.755,0.8867,NA,NA,3606,3610,3994,5,"CDMPv535_ABMI"
50,0.7348,0.6633,0.8141,0.8106,0.7464,0.8803,97,108,3606,3610,3994,5,"CDMPv535_ABMI"
55,0.7273,0.6551,0.8074,0.8106,0.7464,0.8803,NA,NA,3606,3610,3994,5,"CDMPv535_ABMI"
56,0.7045,0.6309,0.7868,0.7955,0.7295,0.8673,NA,NA,3606,3610,3994,5,"CDMPv535_ABMI"
59,0.697,0.6228,0.7799,0.7955,0.7295,0.8673,NA,NA,3606,3610,3994,5,"CDMPv535_ABMI"
60,0.697,0.6228,0.7799,0.7879,0.7211,0.8608,NA,NA,3606,3610,3994,5,"CDMPv535_ABMI"
62,0.6742,0.5989,0.7591,0.7879,0.7211,0.8608,NA,NA,3606,3610,3994,5,"CDMPv535_ABMI"
63,0.6591,0.583,0.7451,0.7652,0.6961,0.841,NA,NA,3606,3610,3994,5,"CDMPv535_ABMI"
70,0.6364,0.5594,0.724,0.7575,0.6878,0.8343,NA,NA,3606,3610,3994,5,"CDMPv535_ABMI"
75,0.6212,0.5437,0.7097,0.7575,0.6878,0.8343,NA,NA,3606,3610,3994,5,"CDMPv535_ABMI"
77,0.6136,0.5359,0.7026,0.7575,0.6878,0.8343,NA,NA,3606,3610,3994,5,"CDMPv535_ABMI"
78,0.6061,0.5282,0.6954,0.7575,0.6878,0.8343,NA,NA,3606,3610,3994,5,"CDMPv535_ABMI"
82,0.6061,0.5282,0.6954,0.7422,0.6712,0.8207,NA,NA,3606,3610,3994,5,"CDMPv535_ABMI"
84,0.5985,0.5204,0.6882,0.7422,0.6712,0.8207,NA,NA,3606,3610,3994,5,"CDMPv535_ABMI"
85,0.5909,0.5127,0.681,0.7422,0.6712,0.8207,NA,NA,3606,3610,3994,5,"CDMPv535_ABMI"
86,0.5909,0.5127,0.681,0.7269,0.6547,0.8071,NA,NA,3606,3610,3994,5,"CDMPv535_ABMI"
0,1,1,1,1,1,1,107,107,3606,3610,3994,6,"CDMPv535_ABMI"
1,0.9533,0.9141,0.9941,0.9065,0.853,0.9634,NA,NA,3606,3610,3994,6,"CDMPv535_ABMI"
2,0.9439,0.9013,0.9885,0.8879,0.83,0.9497,NA,NA,3606,3610,3994,6,"CDMPv535_ABMI"
3,0.9346,0.8889,0.9826,0.8674,0.805,0.9347,NA,NA,3606,3610,3994,6,"CDMPv535_ABMI"
5,0.9346,0.8889,0.9826,0.857,0.7924,0.9268,NA,NA,3606,3610,3994,6,"CDMPv535_ABMI"
6,0.9252,0.8767,0.9764,0.8361,0.7676,0.9107,NA,NA,3606,3610,3994,6,"CDMPv535_ABMI"
7,0.9065,0.853,0.9634,0.8146,0.7425,0.8938,NA,NA,3606,3610,3994,6,"CDMPv535_ABMI"
9,0.8972,0.8415,0.9566,0.8146,0.7425,0.8938,NA,NA,3606,3610,3994,6,"CDMPv535_ABMI"
10,0.8879,0.83,0.9497,0.8146,0.7425,0.8938,NA,NA,3606,3610,3994,6,"CDMPv535_ABMI"
13,0.8785,0.8187,0.9426,0.8146,0.7425,0.8938,NA,NA,3606,3610,3994,6,"CDMPv535_ABMI"
14,0.8598,0.7965,0.9282,0.8146,0.7425,0.8938,NA,NA,3606,3610,3994,6,"CDMPv535_ABMI"
18,0.8598,0.7965,0.9282,0.8017,0.7269,0.8842,NA,NA,3606,3610,3994,6,"CDMPv535_ABMI"
19,0.8598,0.7965,0.9282,0.7888,0.7116,0.8743,NA,NA,3606,3610,3994,6,"CDMPv535_ABMI"
20,0.8598,0.7965,0.9282,0.7629,0.6815,0.8541,NA,NA,3606,3610,3994,6,"CDMPv535_ABMI"
23,0.8598,0.7965,0.9282,0.7498,0.6664,0.8436,NA,NA,3606,3610,3994,6,"CDMPv535_ABMI"
25,0.8505,0.7855,0.9208,0.7498,0.6664,0.8436,NA,NA,3606,3610,3994,6,"CDMPv535_ABMI"
26,0.8411,0.7746,0.9133,0.7498,0.6664,0.8436,NA,NA,3606,3610,3994,6,"CDMPv535_ABMI"
28,0.8224,0.7531,0.8981,0.7209,0.6332,0.8209,NA,NA,3606,3610,3994,6,"CDMPv535_ABMI"
29,0.8224,0.7531,0.8981,0.7009,0.6087,0.8071,NA,NA,3606,3610,3994,6,"CDMPv535_ABMI"
30,0.8124,0.7415,0.89,0.7009,0.6087,0.8071,NA,NA,3606,3610,3994,6,"CDMPv535_ABMI"
31,0.8024,0.73,0.8819,0.7009,0.6087,0.8071,NA,NA,3606,3610,3994,6,"CDMPv535_ABMI"
35,0.7617,0.6842,0.848,0.7009,0.6087,0.8071,NA,NA,3606,3610,3994,6,"CDMPv535_ABMI"
36,0.7516,0.673,0.8394,0.6717,0.5702,0.7913,NA,NA,3606,3610,3994,6,"CDMPv535_ABMI"
39,0.7414,0.6618,0.8307,0.6717,0.5702,0.7913,NA,NA,3606,3610,3994,6,"CDMPv535_ABMI"
42,0.7313,0.6506,0.8219,0.6425,0.5337,0.7735,NA,NA,3606,3610,3994,6,"CDMPv535_ABMI"
44,0.7208,0.6392,0.8129,0.6425,0.5337,0.7735,NA,NA,3606,3610,3994,6,"CDMPv535_ABMI"
45,0.7208,0.6392,0.8129,0.6104,0.4942,0.7538,NA,NA,3606,3610,3994,6,"CDMPv535_ABMI"
49,0.7104,0.6278,0.8038,0.6104,0.4942,0.7538,NA,NA,3606,3610,3994,6,"CDMPv535_ABMI"
50,0.7104,0.6278,0.8038,0.6104,0.4942,0.7538,68,18,3606,3610,3994,6,"CDMPv535_ABMI"
54,0.7104,0.6278,0.8038,0.5765,0.4539,0.7321,NA,NA,3606,3610,3994,6,"CDMPv535_ABMI"
55,0.6999,0.6165,0.7946,0.5765,0.4539,0.7321,NA,NA,3606,3610,3994,6,"CDMPv535_ABMI"
56,0.6686,0.5829,0.7668,0.5404,0.4124,0.7082,NA,NA,3606,3610,3994,6,"CDMPv535_ABMI"
58,0.6686,0.5829,0.7668,0.4323,0.2866,0.6523,NA,NA,3606,3610,3994,6,"CDMPv535_ABMI"
59,0.6575,0.571,0.757,0.4323,0.2866,0.6523,NA,NA,3606,3610,3994,6,"CDMPv535_ABMI"
62,0.6352,0.5473,0.7371,0.4323,0.2866,0.6523,NA,NA,3606,3610,3994,6,"CDMPv535_ABMI"
63,0.6129,0.5239,0.717,0.4323,0.2866,0.6523,NA,NA,3606,3610,3994,6,"CDMPv535_ABMI"
70,0.6006,0.5109,0.7061,0.4323,0.2866,0.6523,NA,NA,3606,3610,3994,6,"CDMPv535_ABMI"
72,0.6006,0.5109,0.7061,0.3783,0.2323,0.616,NA,NA,3606,3610,3994,6,"CDMPv535_ABMI"
75,0.5756,0.4845,0.6838,0.3783,0.2323,0.616,NA,NA,3606,3610,3994,6,"CDMPv535_ABMI"
77,0.5631,0.4715,0.6725,0.3783,0.2323,0.616,NA,NA,3606,3610,3994,6,"CDMPv535_ABMI"
84,0.5503,0.4582,0.6609,0.3783,0.2323,0.616,NA,NA,3606,3610,3994,6,"CDMPv535_ABMI"
85,0.5362,0.4433,0.6484,0.3783,0.2323,0.616,NA,NA,3606,3610,3994,6,"CDMPv535_ABMI"
86,0.5362,0.4433,0.6484,0.2837,0.1344,0.5988,NA,NA,3606,3610,3994,6,"CDMPv535_ABMI"
91,0.4927,0.3982,0.6096,0.2837,0.1344,0.5988,NA,NA,3606,3610,3994,6,"CDMPv535_ABMI"
97,0.4782,0.3835,0.5963,0.2837,0.1344,0.5988,NA,NA,3606,3610,3994,6,"CDMPv535_ABMI"
100,0.4782,0.3835,0.5963,0.2837,0.1344,0.5988,33,-5,3606,3610,3994,6,"CDMPv535_ABMI"
104,0.4637,0.3689,0.583,0.2837,0.1344,0.5988,NA,NA,3606,3610,3994,6,"CDMPv535_ABMI"
112,0.4492,0.3544,0.5694,0.2837,0.1344,0.5988,NA,NA,3606,3610,3994,6,"CDMPv535_ABMI"
119,0.4337,0.3388,0.5552,0.2837,0.1344,0.5988,NA,NA,3606,3610,3994,6,"CDMPv535_ABMI"
145,0.4149,0.3193,0.5391,0.2837,0.1344,0.5988,NA,NA,3606,3610,3994,6,"CDMPv535_ABMI"
0,1,1,1,1,1,1,132,132,3606,3610,3994,7,"CDMPv535_ABMI"
1,0.9545,0.9197,0.9907,0.9394,0.8996,0.981,NA,NA,3606,3610,3994,7,"CDMPv535_ABMI"
2,0.947,0.9095,0.986,0.9318,0.8898,0.9758,NA,NA,3606,3610,3994,7,"CDMPv535_ABMI"
3,0.9394,0.8996,0.981,0.9318,0.8898,0.9758,NA,NA,3606,3610,3994,7,"CDMPv535_ABMI"
5,0.9394,0.8996,0.981,0.9167,0.8707,0.965,NA,NA,3606,3610,3994,7,"CDMPv535_ABMI"
6,0.9318,0.8898,0.9758,0.9167,0.8707,0.965,NA,NA,3606,3610,3994,7,"CDMPv535_ABMI"
7,0.9167,0.8707,0.965,0.9091,0.8613,0.9595,NA,NA,3606,3610,3994,7,"CDMPv535_ABMI"
9,0.9091,0.8613,0.9595,0.9091,0.8613,0.9595,NA,NA,3606,3610,3994,7,"CDMPv535_ABMI"
10,0.8939,0.8429,0.948,0.9091,0.8613,0.9595,NA,NA,3606,3610,3994,7,"CDMPv535_ABMI"
13,0.8864,0.8338,0.9422,0.9091,0.8613,0.9595,NA,NA,3606,3610,3994,7,"CDMPv535_ABMI"
14,0.8636,0.807,0.9242,0.9091,0.8613,0.9595,NA,NA,3606,3610,3994,7,"CDMPv535_ABMI"
18,0.8636,0.807,0.9242,0.9015,0.8521,0.9538,NA,NA,3606,3610,3994,7,"CDMPv535_ABMI"
19,0.8636,0.807,0.9242,0.8939,0.8429,0.948,NA,NA,3606,3610,3994,7,"CDMPv535_ABMI"
22,0.8636,0.807,0.9242,0.8864,0.8338,0.9422,NA,NA,3606,3610,3994,7,"CDMPv535_ABMI"
23,0.8561,0.7982,0.9181,0.8864,0.8338,0.9422,NA,NA,3606,3610,3994,7,"CDMPv535_ABMI"
24,0.8561,0.7982,0.9181,0.8788,0.8248,0.9363,NA,NA,3606,3610,3994,7,"CDMPv535_ABMI"
25,0.8485,0.7895,0.9119,0.8788,0.8248,0.9363,NA,NA,3606,3610,3994,7,"CDMPv535_ABMI"
26,0.8409,0.7808,0.9057,0.8788,0.8248,0.9363,NA,NA,3606,3610,3994,7,"CDMPv535_ABMI"
28,0.8258,0.7635,0.8931,0.8712,0.8159,0.9303,NA,NA,3606,3610,3994,7,"CDMPv535_ABMI"
30,0.8182,0.755,0.8867,0.8712,0.8159,0.9303,NA,NA,3606,3610,3994,7,"CDMPv535_ABMI"
31,0.8106,0.7464,0.8803,0.8712,0.8159,0.9303,NA,NA,3606,3610,3994,7,"CDMPv535_ABMI"
33,0.8106,0.7464,0.8803,0.8636,0.807,0.9242,NA,NA,3606,3610,3994,7,"CDMPv535_ABMI"
34,0.8106,0.7464,0.8803,0.8561,0.7982,0.9181,NA,NA,3606,3610,3994,7,"CDMPv535_ABMI"
35,0.7803,0.7128,0.8542,0.8485,0.7895,0.9119,NA,NA,3606,3610,3994,7,"CDMPv535_ABMI"
36,0.7727,0.7044,0.8476,0.8333,0.7721,0.8994,NA,NA,3606,3610,3994,7,"CDMPv535_ABMI"
39,0.7652,0.6961,0.841,0.8333,0.7721,0.8994,NA,NA,3606,3610,3994,7,"CDMPv535_ABMI"
41,0.7576,0.6879,0.8343,0.8333,0.7721,0.8994,NA,NA,3606,3610,3994,7,"CDMPv535_ABMI"
42,0.75,0.6797,0.8276,0.8333,0.7721,0.8994,NA,NA,3606,3610,3994,7,"CDMPv535_ABMI"
44,0.7424,0.6714,0.8209,0.8258,0.7635,0.8931,NA,NA,3606,3610,3994,7,"CDMPv535_ABMI"
49,0.7348,0.6633,0.8141,0.8182,0.755,0.8867,NA,NA,3606,3610,3994,7,"CDMPv535_ABMI"
50,0.7348,0.6633,0.8141,0.8106,0.7464,0.8803,NA,NA,3606,3610,3994,7,"CDMPv535_ABMI"
55,0.7273,0.6551,0.8074,0.8106,0.7464,0.8803,NA,NA,3606,3610,3994,7,"CDMPv535_ABMI"
56,0.7045,0.6309,0.7868,0.7955,0.7295,0.8673,NA,NA,3606,3610,3994,7,"CDMPv535_ABMI"
59,0.697,0.6228,0.7799,0.7955,0.7295,0.8673,NA,NA,3606,3610,3994,7,"CDMPv535_ABMI"
60,0.697,0.6228,0.7799,0.7879,0.7211,0.8608,NA,NA,3606,3610,3994,7,"CDMPv535_ABMI"
62,0.6742,0.5989,0.7591,0.7879,0.7211,0.8608,NA,NA,3606,3610,3994,7,"CDMPv535_ABMI"
63,0.6591,0.583,0.7451,0.7652,0.6961,0.841,NA,NA,3606,3610,3994,7,"CDMPv535_ABMI"
70,0.6364,0.5594,0.724,0.7575,0.6878,0.8343,NA,NA,3606,3610,3994,7,"CDMPv535_ABMI"
75,0.6212,0.5437,0.7097,0.7575,0.6878,0.8343,NA,NA,3606,3610,3994,7,"CDMPv535_ABMI"
77,0.6136,0.5359,0.7026,0.7575,0.6878,0.8343,NA,NA,3606,3610,3994,7,"CDMPv535_ABMI"
78,0.6061,0.5282,0.6954,0.7575,0.6878,0.8343,NA,NA,3606,3610,3994,7,"CDMPv535_ABMI"
82,0.6061,0.5282,0.6954,0.7422,0.6712,0.8207,NA,NA,3606,3610,3994,7,"CDMPv535_ABMI"
84,0.5985,0.5204,0.6882,0.7422,0.6712,0.8207,NA,NA,3606,3610,3994,7,"CDMPv535_ABMI"
85,0.5909,0.5127,0.681,0.7422,0.6712,0.8207,NA,NA,3606,3610,3994,7,"CDMPv535_ABMI"
86,0.5909,0.5127,0.681,0.7269,0.6547,0.8071,NA,NA,3606,3610,3994,7,"CDMPv535_ABMI"
91,0.5682,0.4897,0.6593,0.7269,0.6547,0.8071,NA,NA,3606,3610,3994,7,"CDMPv535_ABMI"
95,0.5682,0.4897,0.6593,0.7192,0.6465,0.8002,NA,NA,3606,3610,3994,7,"CDMPv535_ABMI"
97,0.5606,0.482,0.652,0.7116,0.6383,0.7933,NA,NA,3606,3610,3994,7,"CDMPv535_ABMI"
104,0.5455,0.4668,0.6374,0.7116,0.6383,0.7933,NA,NA,3606,3610,3994,7,"CDMPv535_ABMI"
105,0.5455,0.4668,0.6374,0.7039,0.6301,0.7864,NA,NA,3606,3610,3994,7,"CDMPv535_ABMI"
112,0.5379,0.4592,0.63,0.6963,0.622,0.7795,NA,NA,3606,3610,3994,7,"CDMPv535_ABMI"
114,0.5379,0.4592,0.63,0.6886,0.6139,0.7725,NA,NA,3606,3610,3994,7,"CDMPv535_ABMI"
119,0.5303,0.4516,0.6227,0.681,0.6058,0.7655,NA,NA,3606,3610,3994,7,"CDMPv535_ABMI"
126,0.5303,0.4516,0.6227,0.6733,0.5978,0.7585,NA,NA,3606,3610,3994,7,"CDMPv535_ABMI"
129,0.5303,0.4516,0.6227,0.6657,0.5897,0.7514,NA,NA,3606,3610,3994,7,"CDMPv535_ABMI"
131,0.5303,0.4516,0.6227,0.658,0.5817,0.7443,NA,NA,3606,3610,3994,7,"CDMPv535_ABMI"
135,0.5303,0.4516,0.6227,0.6504,0.5738,0.7372,NA,NA,3606,3610,3994,7,"CDMPv535_ABMI"
140,0.5227,0.4441,0.6153,0.6504,0.5738,0.7372,NA,NA,3606,3610,3994,7,"CDMPv535_ABMI"
145,0.5152,0.4366,0.6079,0.6427,0.5658,0.7301,NA,NA,3606,3610,3994,7,"CDMPv535_ABMI"
146,0.5152,0.4366,0.6079,0.6351,0.5579,0.723,NA,NA,3606,3610,3994,7,"CDMPv535_ABMI"
149,0.5076,0.4291,0.6004,0.6351,0.5579,0.723,NA,NA,3606,3610,3994,7,"CDMPv535_ABMI"
154,0.5,0.4216,0.593,0.6351,0.5579,0.723,NA,NA,3606,3610,3994,7,"CDMPv535_ABMI"
163,0.4924,0.4141,0.5855,0.6351,0.5579,0.723,NA,NA,3606,3610,3994,7,"CDMPv535_ABMI"
166,0.4924,0.4141,0.5855,0.6274,0.55,0.7158,NA,NA,3606,3610,3994,7,"CDMPv535_ABMI"
168,0.4848,0.4067,0.5781,0.6198,0.5421,0.7086,NA,NA,3606,3610,3994,7,"CDMPv535_ABMI"
171,0.4848,0.4067,0.5781,0.6121,0.5342,0.7014,NA,NA,3606,3610,3994,7,"CDMPv535_ABMI"
179,0.4848,0.4067,0.5781,0.6045,0.5264,0.6942,NA,NA,3606,3610,3994,7,"CDMPv535_ABMI"
182,0.4773,0.3992,0.5706,0.6045,0.5264,0.6942,NA,NA,3606,3610,3994,7,"CDMPv535_ABMI"
188,0.4697,0.3918,0.563,0.6045,0.5264,0.6942,NA,NA,3606,3610,3994,7,"CDMPv535_ABMI"
189,0.462,0.3843,0.5554,0.6045,0.5264,0.6942,NA,NA,3606,3610,3994,7,"CDMPv535_ABMI"
192,0.4543,0.3768,0.5477,0.6045,0.5264,0.6942,NA,NA,3606,3610,3994,7,"CDMPv535_ABMI"
193,0.4543,0.3768,0.5477,0.5968,0.5185,0.6869,NA,NA,3606,3610,3994,7,"CDMPv535_ABMI"
