"time","target_survival","target_survival_lb","target_survival_ub","comparator_survival","comparator_survival_lb","comparator_survival_ub","target_at_risk","comparator_at_risk","target_id","comparator_id","outcome_id","analysis_id","database_id"
0,1,1,1,1,1,1,132,132,3606,3610,2580,1,"CDMPv535_ABMI"
1,1,1,1,0.9924,0.9777,1,NA,NA,3606,3610,2580,1,"CDMPv535_ABMI"
2,0.9924,0.9777,1,0.9924,0.9777,1,NA,NA,3606,3610,2580,1,"CDMPv535_ABMI"
3,0.9848,0.9642,1,0.9848,0.9642,1,NA,NA,3606,3610,2580,1,"CDMPv535_ABMI"
7,0.9848,0.9642,1,0.9773,0.9522,1,NA,NA,3606,3610,2580,1,"CDMPv535_ABMI"
14,0.9773,0.9522,1,0.9773,0.9522,1,NA,NA,3606,3610,2580,1,"CDMPv535_ABMI"
18,0.9773,0.9522,1,0.9696,0.9408,0.9994,NA,NA,3606,3610,2580,1,"CDMPv535_ABMI"
22,0.9697,0.9409,0.9994,0.9696,0.9408,0.9994,NA,NA,3606,3610,2580,1,"CDMPv535_ABMI"
30,0.9621,0.9301,0.9952,0.9696,0.9408,0.9994,NA,NA,3606,3610,2580,1,"CDMPv535_ABMI"
36,0.9621,0.9301,0.9952,0.9542,0.9191,0.9907,NA,NA,3606,3610,2580,1,"CDMPv535_ABMI"
49,0.9545,0.9197,0.9907,0.9466,0.9088,0.9859,NA,NA,3606,3610,2580,1,"CDMPv535_ABMI"
55,0.947,0.9095,0.986,0.9466,0.9088,0.9859,NA,NA,3606,3610,2580,1,"CDMPv535_ABMI"
62,0.9394,0.8996,0.981,0.9466,0.9088,0.9859,NA,NA,3606,3610,2580,1,"CDMPv535_ABMI"
63,0.9242,0.8802,0.9705,0.9466,0.9088,0.9859,NA,NA,3606,3610,2580,1,"CDMPv535_ABMI"
70,0.9242,0.8802,0.9705,0.9388,0.8986,0.9808,NA,NA,3606,3610,2580,1,"CDMPv535_ABMI"
82,0.9242,0.8802,0.9705,0.931,0.8885,0.9756,NA,NA,3606,3610,2580,1,"CDMPv535_ABMI"
86,0.9242,0.8802,0.9705,0.9233,0.8787,0.9701,NA,NA,3606,3610,2580,1,"CDMPv535_ABMI"
97,0.9242,0.8802,0.9705,0.9155,0.869,0.9646,NA,NA,3606,3610,2580,1,"CDMPv535_ABMI"
100,0.9242,0.8802,0.9705,0.9155,0.869,0.9646,122,118,3606,3610,2580,1,"CDMPv535_ABMI"
115,0.9167,0.8707,0.965,0.9155,0.869,0.9646,NA,NA,3606,3610,2580,1,"CDMPv535_ABMI"
125,0.9091,0.8613,0.9595,0.9155,0.869,0.9646,NA,NA,3606,3610,2580,1,"CDMPv535_ABMI"
164,0.9015,0.8521,0.9538,0.9155,0.869,0.9646,NA,NA,3606,3610,2580,1,"CDMPv535_ABMI"
193,0.9015,0.8521,0.9538,0.9077,0.8593,0.9589,NA,NA,3606,3610,2580,1,"CDMPv535_ABMI"
200,0.9015,0.8521,0.9538,0.9077,0.8593,0.9589,117,116,3606,3610,2580,1,"CDMPv535_ABMI"
204,0.8938,0.8427,0.948,0.9077,0.8593,0.9589,NA,NA,3606,3610,2580,1,"CDMPv535_ABMI"
220,0.8861,0.8335,0.9421,0.9077,0.8593,0.9589,NA,NA,3606,3610,2580,1,"CDMPv535_ABMI"
247,0.8861,0.8335,0.9421,0.8997,0.8495,0.953,NA,NA,3606,3610,2580,1,"CDMPv535_ABMI"
250,0.8784,0.8243,0.9361,0.8997,0.8495,0.953,NA,NA,3606,3610,2580,1,"CDMPv535_ABMI"
253,0.8784,0.8243,0.9361,0.8918,0.8398,0.947,NA,NA,3606,3610,2580,1,"CDMPv535_ABMI"
300,0.8784,0.8243,0.9361,0.8918,0.8398,0.947,113,111,3606,3610,2580,1,"CDMPv535_ABMI"
305,0.8706,0.815,0.9299,0.8918,0.8398,0.947,NA,NA,3606,3610,2580,1,"CDMPv535_ABMI"
310,0.8706,0.815,0.9299,0.8836,0.8299,0.9408,NA,NA,3606,3610,2580,1,"CDMPv535_ABMI"
350,0.8627,0.8057,0.9237,0.8836,0.8299,0.9408,NA,NA,3606,3610,2580,1,"CDMPv535_ABMI"
361,0.8627,0.8057,0.9237,0.8753,0.8198,0.9344,NA,NA,3606,3610,2580,1,"CDMPv535_ABMI"
0,1,1,1,1,1,1,121,641,3606,3610,2580,10,"CDMPv535_ABMI"
1,1,1,1,0.9919,0.9691,0.9979,NA,NA,3606,3610,2580,10,"CDMPv535_ABMI"
2,0.9917,0.9432,0.9988,0.9855,0.9607,0.9947,NA,NA,3606,3610,2580,10,"CDMPv535_ABMI"
3,0.9835,0.9359,0.9958,0.977,0.9488,0.9897,NA,NA,3606,3610,2580,10,"CDMPv535_ABMI"
4,0.9835,0.9359,0.9958,0.9765,0.9481,0.9894,NA,NA,3606,3610,2580,10,"CDMPv535_ABMI"
5,0.9835,0.9359,0.9958,0.9733,0.9437,0.9874,NA,NA,3606,3610,2580,10,"CDMPv535_ABMI"
7,0.9835,0.9359,0.9958,0.9702,0.9395,0.9855,NA,NA,3606,3610,2580,10,"CDMPv535_ABMI"
9,0.9835,0.9359,0.9958,0.9697,0.9387,0.9851,NA,NA,3606,3610,2580,10,"CDMPv535_ABMI"
10,0.9835,0.9359,0.9958,0.9665,0.9342,0.983,NA,NA,3606,3610,2580,10,"CDMPv535_ABMI"
11,0.9835,0.9359,0.9958,0.96,0.9254,0.9787,NA,NA,3606,3610,2580,10,"CDMPv535_ABMI"
12,0.9835,0.9359,0.9958,0.9569,0.9214,0.9766,NA,NA,3606,3610,2580,10,"CDMPv535_ABMI"
14,0.9752,0.9254,0.9919,0.9518,0.9145,0.9731,NA,NA,3606,3610,2580,10,"CDMPv535_ABMI"
16,0.9752,0.9254,0.9919,0.9509,0.9132,0.9724,NA,NA,3606,3610,2580,10,"CDMPv535_ABMI"
18,0.9752,0.9254,0.9919,0.9414,0.9005,0.9658,NA,NA,3606,3610,2580,10,"CDMPv535_ABMI"
19,0.9752,0.9254,0.9919,0.9408,0.8997,0.9653,NA,NA,3606,3610,2580,10,"CDMPv535_ABMI"
20,0.9752,0.9254,0.9919,0.9371,0.8949,0.9627,NA,NA,3606,3610,2580,10,"CDMPv535_ABMI"
21,0.9752,0.9254,0.9919,0.9334,0.89,0.96,NA,NA,3606,3610,2580,10,"CDMPv535_ABMI"
22,0.9669,0.9147,0.9874,0.9334,0.89,0.96,NA,NA,3606,3610,2580,10,"CDMPv535_ABMI"
23,0.9669,0.9147,0.9874,0.9235,0.8773,0.9528,NA,NA,3606,3610,2580,10,"CDMPv535_ABMI"
24,0.9669,0.9147,0.9874,0.9232,0.8768,0.9525,NA,NA,3606,3610,2580,10,"CDMPv535_ABMI"
26,0.9669,0.9147,0.9874,0.9225,0.8759,0.952,NA,NA,3606,3610,2580,10,"CDMPv535_ABMI"
28,0.9669,0.9147,0.9874,0.9097,0.8595,0.9425,NA,NA,3606,3610,2580,10,"CDMPv535_ABMI"
30,0.9581,0.9025,0.9823,0.9097,0.8595,0.9425,NA,NA,3606,3610,2580,10,"CDMPv535_ABMI"
31,0.9581,0.9025,0.9823,0.9016,0.8469,0.9375,NA,NA,3606,3610,2580,10,"CDMPv535_ABMI"
36,0.9581,0.9025,0.9823,0.8799,0.8144,0.9234,NA,NA,3606,3610,2580,10,"CDMPv535_ABMI"
38,0.9581,0.9025,0.9823,0.8783,0.8122,0.9223,NA,NA,3606,3610,2580,10,"CDMPv535_ABMI"
40,0.9581,0.9025,0.9823,0.8775,0.811,0.9218,NA,NA,3606,3610,2580,10,"CDMPv535_ABMI"
42,0.9581,0.9025,0.9823,0.8759,0.8087,0.9207,NA,NA,3606,3610,2580,10,"CDMPv535_ABMI"
43,0.9581,0.9025,0.9823,0.8526,0.7758,0.9047,NA,NA,3606,3610,2580,10,"CDMPv535_ABMI"
45,0.9581,0.9025,0.9823,0.8423,0.762,0.8973,NA,NA,3606,3610,2580,10,"CDMPv535_ABMI"
49,0.9489,0.8901,0.9767,0.8312,0.747,0.8895,NA,NA,3606,3610,2580,10,"CDMPv535_ABMI"
50,0.9489,0.8901,0.9767,0.8312,0.747,0.8895,103,129,3606,3610,2580,10,"CDMPv535_ABMI"
52,0.9489,0.8901,0.9767,0.8246,0.7379,0.8848,NA,NA,3606,3610,2580,10,"CDMPv535_ABMI"
55,0.9397,0.878,0.9708,0.8246,0.7379,0.8848,NA,NA,3606,3610,2580,10,"CDMPv535_ABMI"
61,0.9397,0.878,0.9708,0.8208,0.7308,0.8831,NA,NA,3606,3610,2580,10,"CDMPv535_ABMI"
62,0.9297,0.8645,0.9642,0.8208,0.7308,0.8831,NA,NA,3606,3610,2580,10,"CDMPv535_ABMI"
63,0.9097,0.8388,0.9504,0.8208,0.7308,0.8831,NA,NA,3606,3610,2580,10,"CDMPv535_ABMI"
67,0.9097,0.8388,0.9504,0.8186,0.7265,0.8821,NA,NA,3606,3610,2580,10,"CDMPv535_ABMI"
100,0.9097,0.8388,0.9504,0.8186,0.7265,0.8821,68,34,3606,3610,2580,10,"CDMPv535_ABMI"
125,0.8946,0.8159,0.9408,0.8186,0.7265,0.8821,NA,NA,3606,3610,2580,10,"CDMPv535_ABMI"
0,1,1,1,1,1,1,132,132,3606,3610,2580,2,"CDMPv535_ABMI"
1,1,1,1,0.9924,0.9777,1,NA,NA,3606,3610,2580,2,"CDMPv535_ABMI"
2,0.9924,0.9777,1,0.9924,0.9777,1,NA,NA,3606,3610,2580,2,"CDMPv535_ABMI"
3,0.9848,0.9642,1,0.9848,0.9642,1,NA,NA,3606,3610,2580,2,"CDMPv535_ABMI"
7,0.9848,0.9642,1,0.9773,0.9522,1,NA,NA,3606,3610,2580,2,"CDMPv535_ABMI"
14,0.9773,0.9522,1,0.9773,0.9522,1,NA,NA,3606,3610,2580,2,"CDMPv535_ABMI"
18,0.9773,0.9522,1,0.9696,0.9408,0.9994,NA,NA,3606,3610,2580,2,"CDMPv535_ABMI"
22,0.9697,0.9409,0.9994,0.9696,0.9408,0.9994,NA,NA,3606,3610,2580,2,"CDMPv535_ABMI"
30,0.9621,0.9301,0.9952,0.9696,0.9408,0.9994,NA,NA,3606,3610,2580,2,"CDMPv535_ABMI"
36,0.9621,0.9301,0.9952,0.9542,0.9191,0.9907,NA,NA,3606,3610,2580,2,"CDMPv535_ABMI"
49,0.9545,0.9197,0.9907,0.9466,0.9088,0.9859,NA,NA,3606,3610,2580,2,"CDMPv535_ABMI"
55,0.947,0.9095,0.986,0.9466,0.9088,0.9859,NA,NA,3606,3610,2580,2,"CDMPv535_ABMI"
62,0.9394,0.8996,0.981,0.9466,0.9088,0.9859,NA,NA,3606,3610,2580,2,"CDMPv535_ABMI"
63,0.9242,0.8802,0.9705,0.9466,0.9088,0.9859,NA,NA,3606,3610,2580,2,"CDMPv535_ABMI"
70,0.9242,0.8802,0.9705,0.9388,0.8986,0.9808,NA,NA,3606,3610,2580,2,"CDMPv535_ABMI"
82,0.9242,0.8802,0.9705,0.931,0.8885,0.9756,NA,NA,3606,3610,2580,2,"CDMPv535_ABMI"
86,0.9242,0.8802,0.9705,0.9233,0.8787,0.9701,NA,NA,3606,3610,2580,2,"CDMPv535_ABMI"
97,0.9242,0.8802,0.9705,0.9155,0.869,0.9646,NA,NA,3606,3610,2580,2,"CDMPv535_ABMI"
115,0.9167,0.8707,0.965,0.9155,0.869,0.9646,NA,NA,3606,3610,2580,2,"CDMPv535_ABMI"
125,0.9091,0.8613,0.9595,0.9155,0.869,0.9646,NA,NA,3606,3610,2580,2,"CDMPv535_ABMI"
164,0.9015,0.8521,0.9538,0.9155,0.869,0.9646,NA,NA,3606,3610,2580,2,"CDMPv535_ABMI"
193,0.9015,0.8521,0.9538,0.9077,0.8593,0.9589,NA,NA,3606,3610,2580,2,"CDMPv535_ABMI"
204,0.8938,0.8427,0.948,0.9077,0.8593,0.9589,NA,NA,3606,3610,2580,2,"CDMPv535_ABMI"
220,0.8861,0.8335,0.9421,0.9077,0.8593,0.9589,NA,NA,3606,3610,2580,2,"CDMPv535_ABMI"
247,0.8861,0.8335,0.9421,0.8997,0.8495,0.953,NA,NA,3606,3610,2580,2,"CDMPv535_ABMI"
250,0.8784,0.8243,0.9361,0.8997,0.8495,0.953,115,113,3606,3610,2580,2,"CDMPv535_ABMI"
253,0.8784,0.8243,0.9361,0.8918,0.8398,0.947,NA,NA,3606,3610,2580,2,"CDMPv535_ABMI"
305,0.8706,0.815,0.9299,0.8918,0.8398,0.947,NA,NA,3606,3610,2580,2,"CDMPv535_ABMI"
310,0.8706,0.815,0.9299,0.8836,0.8299,0.9408,NA,NA,3606,3610,2580,2,"CDMPv535_ABMI"
350,0.8627,0.8057,0.9237,0.8836,0.8299,0.9408,NA,NA,3606,3610,2580,2,"CDMPv535_ABMI"
361,0.8627,0.8057,0.9237,0.8753,0.8198,0.9344,NA,NA,3606,3610,2580,2,"CDMPv535_ABMI"
408,0.8546,0.7962,0.9173,0.8753,0.8198,0.9344,NA,NA,3606,3610,2580,2,"CDMPv535_ABMI"
436,0.8546,0.7962,0.9173,0.8667,0.8095,0.9279,NA,NA,3606,3610,2580,2,"CDMPv535_ABMI"
456,0.8546,0.7962,0.9173,0.8581,0.7993,0.9212,NA,NA,3606,3610,2580,2,"CDMPv535_ABMI"
500,0.8546,0.7962,0.9173,0.8581,0.7993,0.9212,96,98,3606,3610,2580,2,"CDMPv535_ABMI"
563,0.8451,0.7847,0.9101,0.8581,0.7993,0.9212,NA,NA,3606,3610,2580,2,"CDMPv535_ABMI"
591,0.8354,0.7731,0.9027,0.8581,0.7993,0.9212,NA,NA,3606,3610,2580,2,"CDMPv535_ABMI"
0,1,1,1,1,1,1,132,132,3606,3610,2580,3,"CDMPv535_ABMI"
1,1,1,1,0.9924,0.9777,1,NA,NA,3606,3610,2580,3,"CDMPv535_ABMI"
2,0.9924,0.9777,1,0.9924,0.9777,1,NA,NA,3606,3610,2580,3,"CDMPv535_ABMI"
3,0.9848,0.9642,1,0.9848,0.9642,1,NA,NA,3606,3610,2580,3,"CDMPv535_ABMI"
7,0.9848,0.9642,1,0.9773,0.9522,1,NA,NA,3606,3610,2580,3,"CDMPv535_ABMI"
14,0.9773,0.9522,1,0.9773,0.9522,1,NA,NA,3606,3610,2580,3,"CDMPv535_ABMI"
18,0.9773,0.9522,1,0.9696,0.9408,0.9994,NA,NA,3606,3610,2580,3,"CDMPv535_ABMI"
22,0.9697,0.9409,0.9994,0.9696,0.9408,0.9994,NA,NA,3606,3610,2580,3,"CDMPv535_ABMI"
30,0.9621,0.9301,0.9952,0.9696,0.9408,0.9994,NA,NA,3606,3610,2580,3,"CDMPv535_ABMI"
36,0.9621,0.9301,0.9952,0.9542,0.9191,0.9907,NA,NA,3606,3610,2580,3,"CDMPv535_ABMI"
49,0.9545,0.9197,0.9907,0.9466,0.9088,0.9859,NA,NA,3606,3610,2580,3,"CDMPv535_ABMI"
55,0.947,0.9095,0.986,0.9466,0.9088,0.9859,NA,NA,3606,3610,2580,3,"CDMPv535_ABMI"
62,0.9394,0.8996,0.981,0.9466,0.9088,0.9859,NA,NA,3606,3610,2580,3,"CDMPv535_ABMI"
63,0.9242,0.8802,0.9705,0.9466,0.9088,0.9859,NA,NA,3606,3610,2580,3,"CDMPv535_ABMI"
70,0.9242,0.8802,0.9705,0.9388,0.8986,0.9808,NA,NA,3606,3610,2580,3,"CDMPv535_ABMI"
82,0.9242,0.8802,0.9705,0.931,0.8885,0.9756,NA,NA,3606,3610,2580,3,"CDMPv535_ABMI"
86,0.9242,0.8802,0.9705,0.9233,0.8787,0.9701,NA,NA,3606,3610,2580,3,"CDMPv535_ABMI"
97,0.9242,0.8802,0.9705,0.9155,0.869,0.9646,NA,NA,3606,3610,2580,3,"CDMPv535_ABMI"
115,0.9167,0.8707,0.965,0.9155,0.869,0.9646,NA,NA,3606,3610,2580,3,"CDMPv535_ABMI"
125,0.9091,0.8613,0.9595,0.9155,0.869,0.9646,NA,NA,3606,3610,2580,3,"CDMPv535_ABMI"
164,0.9015,0.8521,0.9538,0.9155,0.869,0.9646,NA,NA,3606,3610,2580,3,"CDMPv535_ABMI"
193,0.9015,0.8521,0.9538,0.9077,0.8593,0.9589,NA,NA,3606,3610,2580,3,"CDMPv535_ABMI"
204,0.8938,0.8427,0.948,0.9077,0.8593,0.9589,NA,NA,3606,3610,2580,3,"CDMPv535_ABMI"
220,0.8861,0.8335,0.9421,0.9077,0.8593,0.9589,NA,NA,3606,3610,2580,3,"CDMPv535_ABMI"
247,0.8861,0.8335,0.9421,0.8997,0.8495,0.953,NA,NA,3606,3610,2580,3,"CDMPv535_ABMI"
250,0.8784,0.8243,0.9361,0.8997,0.8495,0.953,115,113,3606,3610,2580,3,"CDMPv535_ABMI"
253,0.8784,0.8243,0.9361,0.8918,0.8398,0.947,NA,NA,3606,3610,2580,3,"CDMPv535_ABMI"
305,0.8706,0.815,0.9299,0.8918,0.8398,0.947,NA,NA,3606,3610,2580,3,"CDMPv535_ABMI"
310,0.8706,0.815,0.9299,0.8836,0.8299,0.9408,NA,NA,3606,3610,2580,3,"CDMPv535_ABMI"
350,0.8627,0.8057,0.9237,0.8836,0.8299,0.9408,NA,NA,3606,3610,2580,3,"CDMPv535_ABMI"
361,0.8627,0.8057,0.9237,0.8753,0.8198,0.9344,NA,NA,3606,3610,2580,3,"CDMPv535_ABMI"
408,0.8546,0.7962,0.9173,0.8753,0.8198,0.9344,NA,NA,3606,3610,2580,3,"CDMPv535_ABMI"
436,0.8546,0.7962,0.9173,0.8667,0.8095,0.9279,NA,NA,3606,3610,2580,3,"CDMPv535_ABMI"
456,0.8546,0.7962,0.9173,0.8581,0.7993,0.9212,NA,NA,3606,3610,2580,3,"CDMPv535_ABMI"
500,0.8546,0.7962,0.9173,0.8581,0.7993,0.9212,96,98,3606,3610,2580,3,"CDMPv535_ABMI"
563,0.8451,0.7847,0.9101,0.8581,0.7993,0.9212,NA,NA,3606,3610,2580,3,"CDMPv535_ABMI"
591,0.8354,0.7731,0.9027,0.8581,0.7993,0.9212,NA,NA,3606,3610,2580,3,"CDMPv535_ABMI"
750,0.8354,0.7731,0.9027,0.8581,0.7993,0.9212,72,87,3606,3610,2580,3,"CDMPv535_ABMI"
773,0.8354,0.7731,0.9027,0.8481,0.7872,0.9138,NA,NA,3606,3610,2580,3,"CDMPv535_ABMI"
863,0.8217,0.7555,0.8937,0.8481,0.7872,0.9138,NA,NA,3606,3610,2580,3,"CDMPv535_ABMI"
902,0.8217,0.7555,0.8937,0.8379,0.7748,0.9061,NA,NA,3606,3610,2580,3,"CDMPv535_ABMI"
929,0.8217,0.7555,0.8937,0.8275,0.7624,0.8982,NA,NA,3606,3610,2580,3,"CDMPv535_ABMI"
1000,0.8217,0.7555,0.8937,0.8171,0.75,0.8902,54,79,3606,3610,2580,3,"CDMPv535_ABMI"
1052,0.8217,0.7555,0.8937,0.8171,0.75,0.8902,NA,NA,3606,3610,2580,3,"CDMPv535_ABMI"
1060,0.8062,0.7354,0.8838,0.8171,0.75,0.8902,NA,NA,3606,3610,2580,3,"CDMPv535_ABMI"
0,1,1,1,1,1,1,132,132,3606,3610,2580,4,"CDMPv535_ABMI"
1,1,1,1,0.9924,0.9777,1,NA,NA,3606,3610,2580,4,"CDMPv535_ABMI"
2,0.9924,0.9777,1,0.9924,0.9777,1,NA,NA,3606,3610,2580,4,"CDMPv535_ABMI"
3,0.9848,0.9642,1,0.9848,0.9642,1,NA,NA,3606,3610,2580,4,"CDMPv535_ABMI"
7,0.9848,0.9642,1,0.9773,0.9522,1,NA,NA,3606,3610,2580,4,"CDMPv535_ABMI"
14,0.9773,0.9522,1,0.9773,0.9522,1,NA,NA,3606,3610,2580,4,"CDMPv535_ABMI"
18,0.9773,0.9522,1,0.9696,0.9408,0.9994,NA,NA,3606,3610,2580,4,"CDMPv535_ABMI"
22,0.9697,0.9409,0.9994,0.9696,0.9408,0.9994,NA,NA,3606,3610,2580,4,"CDMPv535_ABMI"
30,0.9621,0.9301,0.9952,0.9696,0.9408,0.9994,NA,NA,3606,3610,2580,4,"CDMPv535_ABMI"
36,0.9621,0.9301,0.9952,0.9542,0.9191,0.9907,NA,NA,3606,3610,2580,4,"CDMPv535_ABMI"
49,0.9545,0.9197,0.9907,0.9466,0.9088,0.9859,NA,NA,3606,3610,2580,4,"CDMPv535_ABMI"
50,0.9545,0.9197,0.9907,0.9466,0.9088,0.9859,126,123,3606,3610,2580,4,"CDMPv535_ABMI"
55,0.947,0.9095,0.986,0.9466,0.9088,0.9859,NA,NA,3606,3610,2580,4,"CDMPv535_ABMI"
62,0.9394,0.8996,0.981,0.9466,0.9088,0.9859,NA,NA,3606,3610,2580,4,"CDMPv535_ABMI"
63,0.9242,0.8802,0.9705,0.9466,0.9088,0.9859,NA,NA,3606,3610,2580,4,"CDMPv535_ABMI"
70,0.9242,0.8802,0.9705,0.9388,0.8986,0.9808,NA,NA,3606,3610,2580,4,"CDMPv535_ABMI"
82,0.9242,0.8802,0.9705,0.931,0.8885,0.9756,NA,NA,3606,3610,2580,4,"CDMPv535_ABMI"
86,0.9242,0.8802,0.9705,0.9233,0.8787,0.9701,NA,NA,3606,3610,2580,4,"CDMPv535_ABMI"
97,0.9242,0.8802,0.9705,0.9155,0.869,0.9646,NA,NA,3606,3610,2580,4,"CDMPv535_ABMI"
100,0.9242,0.8802,0.9705,0.9155,0.869,0.9646,122,118,3606,3610,2580,4,"CDMPv535_ABMI"
115,0.9167,0.8707,0.965,0.9155,0.869,0.9646,NA,NA,3606,3610,2580,4,"CDMPv535_ABMI"
125,0.9091,0.8613,0.9595,0.9155,0.869,0.9646,NA,NA,3606,3610,2580,4,"CDMPv535_ABMI"
150,0.9091,0.8613,0.9595,0.9155,0.869,0.9646,120,117,3606,3610,2580,4,"CDMPv535_ABMI"
164,0.9015,0.8521,0.9538,0.9155,0.869,0.9646,NA,NA,3606,3610,2580,4,"CDMPv535_ABMI"
0,1,1,1,1,1,1,132,132,3606,3610,2580,5,"CDMPv535_ABMI"
1,1,1,1,0.9924,0.9777,1,NA,NA,3606,3610,2580,5,"CDMPv535_ABMI"
2,0.9924,0.9777,1,0.9924,0.9777,1,NA,NA,3606,3610,2580,5,"CDMPv535_ABMI"
3,0.9848,0.9642,1,0.9848,0.9642,1,NA,NA,3606,3610,2580,5,"CDMPv535_ABMI"
7,0.9848,0.9642,1,0.9773,0.9522,1,NA,NA,3606,3610,2580,5,"CDMPv535_ABMI"
14,0.9773,0.9522,1,0.9773,0.9522,1,NA,NA,3606,3610,2580,5,"CDMPv535_ABMI"
18,0.9773,0.9522,1,0.9696,0.9408,0.9994,NA,NA,3606,3610,2580,5,"CDMPv535_ABMI"
22,0.9697,0.9409,0.9994,0.9696,0.9408,0.9994,NA,NA,3606,3610,2580,5,"CDMPv535_ABMI"
30,0.9621,0.9301,0.9952,0.9696,0.9408,0.9994,NA,NA,3606,3610,2580,5,"CDMPv535_ABMI"
36,0.9621,0.9301,0.9952,0.9542,0.9191,0.9907,NA,NA,3606,3610,2580,5,"CDMPv535_ABMI"
49,0.9545,0.9197,0.9907,0.9466,0.9088,0.9859,NA,NA,3606,3610,2580,5,"CDMPv535_ABMI"
50,0.9545,0.9197,0.9907,0.9466,0.9088,0.9859,126,123,3606,3610,2580,5,"CDMPv535_ABMI"
55,0.947,0.9095,0.986,0.9466,0.9088,0.9859,NA,NA,3606,3610,2580,5,"CDMPv535_ABMI"
62,0.9394,0.8996,0.981,0.9466,0.9088,0.9859,NA,NA,3606,3610,2580,5,"CDMPv535_ABMI"
63,0.9242,0.8802,0.9705,0.9466,0.9088,0.9859,NA,NA,3606,3610,2580,5,"CDMPv535_ABMI"
70,0.9242,0.8802,0.9705,0.9388,0.8986,0.9808,NA,NA,3606,3610,2580,5,"CDMPv535_ABMI"
82,0.9242,0.8802,0.9705,0.931,0.8885,0.9756,NA,NA,3606,3610,2580,5,"CDMPv535_ABMI"
86,0.9242,0.8802,0.9705,0.9233,0.8787,0.9701,NA,NA,3606,3610,2580,5,"CDMPv535_ABMI"
0,1,1,1,1,1,1,107,107,3606,3610,2580,6,"CDMPv535_ABMI"
1,1,1,1,0.9907,0.9726,1,NA,NA,3606,3610,2580,6,"CDMPv535_ABMI"
2,0.9907,0.9726,1,0.9813,0.956,1,NA,NA,3606,3610,2580,6,"CDMPv535_ABMI"
3,0.9813,0.956,1,0.9611,0.9244,0.9993,NA,NA,3606,3610,2580,6,"CDMPv535_ABMI"
7,0.9813,0.956,1,0.9498,0.9077,0.9938,NA,NA,3606,3610,2580,6,"CDMPv535_ABMI"
14,0.972,0.9412,1,0.9498,0.9077,0.9938,NA,NA,3606,3610,2580,6,"CDMPv535_ABMI"
18,0.972,0.9412,1,0.9358,0.8867,0.9876,NA,NA,3606,3610,2580,6,"CDMPv535_ABMI"
20,0.972,0.9412,1,0.9216,0.8666,0.9802,NA,NA,3606,3610,2580,6,"CDMPv535_ABMI"
22,0.9626,0.9273,0.9992,0.9216,0.8666,0.9802,NA,NA,3606,3610,2580,6,"CDMPv535_ABMI"
23,0.9626,0.9273,0.9992,0.907,0.8464,0.9719,NA,NA,3606,3610,2580,6,"CDMPv535_ABMI"
30,0.9525,0.9127,0.994,0.907,0.8464,0.9719,NA,NA,3606,3610,2580,6,"CDMPv535_ABMI"
36,0.9525,0.9127,0.994,0.8734,0.7893,0.9665,NA,NA,3606,3610,2580,6,"CDMPv535_ABMI"
43,0.9525,0.9127,0.994,0.8385,0.737,0.954,NA,NA,3606,3610,2580,6,"CDMPv535_ABMI"
45,0.9525,0.9127,0.994,0.8004,0.6834,0.9374,NA,NA,3606,3610,2580,6,"CDMPv535_ABMI"
49,0.942,0.898,0.9882,0.8004,0.6834,0.9374,NA,NA,3606,3610,2580,6,"CDMPv535_ABMI"
50,0.942,0.898,0.9882,0.8004,0.6834,0.9374,89,20,3606,3610,2580,6,"CDMPv535_ABMI"
55,0.9314,0.8836,0.9819,0.8004,0.6834,0.9374,NA,NA,3606,3610,2580,6,"CDMPv535_ABMI"
62,0.9199,0.868,0.975,0.8004,0.6834,0.9374,NA,NA,3606,3610,2580,6,"CDMPv535_ABMI"
63,0.8969,0.8381,0.9599,0.8004,0.6834,0.9374,NA,NA,3606,3610,2580,6,"CDMPv535_ABMI"
100,0.8969,0.8381,0.9599,0.8004,0.6834,0.9374,59,5,3606,3610,2580,6,"CDMPv535_ABMI"
125,0.8803,0.815,0.9509,0.8004,0.6834,0.9374,NA,NA,3606,3610,2580,6,"CDMPv535_ABMI"
150,0.8803,0.815,0.9509,0.8004,0.6834,0.9374,43,-5,3606,3610,2580,6,"CDMPv535_ABMI"
200,0.8803,0.815,0.9509,0.8004,0.6834,0.9374,34,-5,3606,3610,2580,6,"CDMPv535_ABMI"
250,0.8451,0.7562,0.9445,0.8004,0.6834,0.9374,25,-5,3606,3610,2580,6,"CDMPv535_ABMI"
260,0.8451,0.7562,0.9445,0.8004,0.6834,0.9374,NA,NA,3606,3610,2580,6,"CDMPv535_ABMI"
0,1,1,1,1,1,1,132,132,3606,3610,2580,7,"CDMPv535_ABMI"
1,1,1,1,0.9924,0.9777,1,NA,NA,3606,3610,2580,7,"CDMPv535_ABMI"
2,0.9924,0.9777,1,0.9924,0.9777,1,NA,NA,3606,3610,2580,7,"CDMPv535_ABMI"
3,0.9848,0.9642,1,0.9848,0.9642,1,NA,NA,3606,3610,2580,7,"CDMPv535_ABMI"
7,0.9848,0.9642,1,0.9773,0.9522,1,NA,NA,3606,3610,2580,7,"CDMPv535_ABMI"
14,0.9773,0.9522,1,0.9773,0.9522,1,NA,NA,3606,3610,2580,7,"CDMPv535_ABMI"
